ticker,AESO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-07-15,-2.1277
2005-07-21,0.0
2005-07-26,0.0
2005-07-27,-13.0435
2005-07-28,20.0
2005-08-01,0.0
2005-08-03,0.0
2005-08-04,-4.1667
2005-08-05,-13.0435
2005-08-08,50.0
2005-08-09,16.6667
2005-08-10,-14.2857
2005-08-11,10.0
2005-08-12,0.0
2005-08-15,-12.1212
2005-08-16,11.3793
2005-08-17,-7.1207
2005-08-18,-13.3333
2005-08-19,9.6154
2005-08-22,-8.7719
2005-08-24,11.538499999999999
2005-08-25,-13.7931
2005-08-26,0.0
2005-08-30,8.0
2005-09-01,3.7037
2005-09-06,-25.0
2005-09-07,14.2857
2005-09-09,-12.5
2005-09-12,0.0
2005-09-14,19.0476
2005-09-15,0.0
2005-09-16,-16.0
2005-09-19,0.0
2005-09-21,19.0476
2005-09-22,-12.0
2005-09-23,13.6364
2005-09-27,0.0
2005-09-28,0.0
2005-09-29,-16.0
2005-09-30,19.0476
2005-10-03,-16.0
2005-10-04,0.0
2005-10-05,19.0476
2005-10-06,0.0
2005-10-07,-12.0
2005-10-11,27.2727
2005-10-12,-28.5714
2005-10-13,40.0
2005-10-14,0.0
2005-10-17,-42.8571
2005-10-18,6.25
2005-10-19,-29.4118
2005-10-20,33.3333
2005-10-21,0.0
2005-10-26,-6.25
2005-10-27,-20.0
2005-11-01,0.0
2005-11-02,0.0
2005-11-03,-8.3333
2005-11-07,100.0
2005-11-09,36.3636
2005-11-10,-6.6667
2005-11-11,-10.7143
2005-11-14,12.0
2005-11-15,-64.2857
2005-11-16,0.0
2005-11-21,0.0
2005-11-23,0.0
2005-11-29,12.0
2005-12-02,-10.7143
2005-12-07,0.0
2005-12-08,0.0
2005-12-09,0.0
2005-12-13,0.0
2005-12-19,0.0
2005-12-27,0.0
2005-12-30,30.0
2006-01-06,-61.5385
2006-01-09,0.0
2006-01-11,140.0
2006-01-12,-25.0
2006-01-13,22.2222
2006-01-18,18.1818
2006-01-19,30.7692
2006-01-20,23.5294
2006-01-23,4.7619
2006-01-24,4.5455
2006-01-25,8.6957
2006-01-26,-8.0
2006-01-27,-4.3478
2006-01-30,-2.2727
2006-01-31,11.6279
2006-02-01,0.0
2006-02-02,-4.1667
2006-02-03,-13.0435
2006-02-06,0.0
2006-02-07,15.0
2006-02-08,0.0
2006-02-09,30.4348
2006-02-10,-10.0
2006-02-13,-25.9259
2006-02-14,0.0
2006-02-15,10.0
2006-02-16,0.0
