ticker,POTN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-06,33.3333
2000-01-20,0.0
2000-01-26,0.0
2000-01-27,-25.0
2000-01-31,0.0
2000-02-02,0.0
2000-02-03,0.0
2000-02-04,0.0
2000-02-09,0.0
2000-02-10,33.3333
2000-02-17,-75.0
2000-02-29,25.0
2000-03-20,0.0
2000-03-21,164.0
2000-03-31,3.0303
2000-04-11,0.0
2000-04-12,-47.0588
2000-04-14,-22.2222
2000-04-17,-25.0
2000-04-19,-4.7619
2000-04-20,-2.5
2000-04-24,7.6923
2000-04-25,0.0
2000-04-26,2.3810000000000002
2000-04-27,-4.6512
2000-04-28,-2.439
2000-05-01,0.0
2000-05-02,0.0
2000-05-03,0.0
2000-05-04,7.5
2000-05-05,2.3256
2000-05-08,-13.6364
2000-05-09,5.2632
2000-05-10,0.0
2000-05-11,0.0
2000-05-12,0.0
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,5.0
2000-05-18,0.0
2000-05-19,-4.7619
2000-05-23,0.0
2000-05-24,0.0
2000-05-25,5.0
2000-05-26,-3.5714
2000-05-30,2.4691
2000-05-31,-1.2048
2000-06-01,2.439
2000-06-02,-4.7619
2000-06-05,2.5
2000-06-06,-2.439
2000-06-07,2.5
2000-06-08,2.439
2000-06-09,-1.1905000000000001
2000-06-12,1.2048
2000-06-13,-1.1905000000000001
2000-06-14,-0.7229
2000-06-16,1.9417
2000-06-19,-2.3810000000000002
2000-06-20,0.0
2000-06-21,0.0
2000-06-23,4.878
2000-06-27,-2.3256
2000-06-28,2.3810000000000002
2000-06-29,-2.3256
2000-06-30,-0.9524
2000-07-06,3.3654
2000-07-07,2.3256
2000-07-10,-4.5455
2000-07-11,0.0
2000-07-12,4.7619
2000-07-13,6.8182
2000-07-14,-2.1277
2000-07-17,0.0
2000-07-18,-0.8696
2000-07-19,5.2632
2000-07-20,4.1667
2000-07-21,-4.0
2000-07-24,-1.0417
2000-07-25,1.0526
2000-07-26,2.0833
2000-07-27,-2.0408
2000-07-28,-2.0833
2000-07-31,2.1277
2000-08-01,4.1667
2000-08-02,-6.0
2000-08-03,6.383
2000-08-04,0.0
2000-08-07,-3.0
2000-08-08,1.0309
2000-08-09,2.0408
2000-08-10,0.0
2000-08-11,4.0
2000-08-14,-2.8846
2000-08-15,1.3860999999999999
2000-08-16,1.5625
2000-08-17,1.9231
2000-08-18,0.0
2000-08-21,0.9434
2000-08-22,4.6729
2000-08-23,-7.1429
