ticker,FASDF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,32.3529
2000-01-05,8.8889
2000-01-06,3.5714
2000-01-07,28.0788
2000-01-10,-4.6154
2000-01-11,5.8468
2000-01-12,-14.2857
2000-01-13,2.2222
2000-01-14,8.6957
2000-01-17,0.0
2000-01-19,-6.4
2000-01-20,-0.8547
2000-01-21,-3.4483
2000-01-24,10.7143
2000-01-25,-5.6452
2000-01-26,-10.2564
2000-01-28,-9.5238
2000-01-31,-1.0526
2000-02-03,7.4468
2000-02-07,-2.9703
2000-02-08,-3.0612
2000-02-09,10.526299999999999
2000-02-10,-16.1905
2000-02-11,22.1591
2000-02-15,1.3953
2000-02-16,-4.5872
2000-02-17,0.9615
2000-02-18,-4.7619
2000-02-21,0.0
2000-02-22,0.0
2000-02-23,0.0
2000-02-25,-22.0
2000-03-02,17.9487
2000-03-03,0.0
2000-03-06,-2.1739
2000-03-08,2.2222
2000-03-09,0.0
2000-03-10,34.7826
2000-03-14,-8.0645
2000-03-15,9.6491
2000-03-16,-5.6
2000-03-17,-8.8983
2000-03-20,-15.3488
2000-03-23,6.5934
2000-03-27,-6.1856
2000-03-31,4.3956
2000-04-03,6.3158
2000-04-04,-23.7624
2000-04-06,12.987
2000-04-07,11.4943
2000-04-18,4.1237
2000-04-19,-0.9901
2000-04-26,-16.0
2000-04-28,21.4286
2000-05-01,13.7255
2000-05-04,6.0345
2000-05-05,9.7561
2000-05-08,4.4444
2000-05-09,-35.8156
2000-05-15,-4.9724
2000-05-25,-16.2791
2000-05-30,15.2778
2000-06-01,-6.0241
2000-06-08,20.5128
2000-06-09,6.383
2000-06-12,-28.0
2000-06-13,-20.8333
2000-06-14,22.807
2000-06-15,-5.0
2000-06-20,-14.2857
2000-06-23,10.526299999999999
2000-07-06,-4.7619
2000-07-25,-31.6667
2000-07-27,14.6341
2000-07-28,-19.1489
2000-08-04,23.6842
2000-08-14,-4.2553
2000-08-28,-4.4444
2000-08-31,-9.3023
2000-09-01,94.8718
2000-09-05,-9.2105
2000-09-06,-15.942
2000-09-08,-9.4828
2000-09-28,-6.6667
2000-09-29,30.6122
2000-10-02,-15.625
2000-10-03,-3.7037
2000-10-05,9.6154
2000-10-06,-4.057
2000-10-10,-8.5714
2000-10-18,6.25
2000-10-19,-8.8235
2000-10-26,-29.8065
2000-11-01,-5.0
2000-11-07,5.2632
2000-11-09,8.8235
2000-11-15,-6.0811
2000-11-21,-2.1583
2000-11-22,-2.9412000000000003
