ticker,BLHI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-10-10,211.1111
2003-10-13,7.1429
2003-10-14,-33.3333
2003-10-15,50.0
2003-10-16,-33.3333
2003-10-17,-10.0
2003-10-20,22.2222
2003-10-21,0.0
2003-10-23,13.6364
2003-10-27,-32.0
2003-10-28,41.1765
2003-10-30,-37.5
2003-11-05,33.3333
2003-11-06,-20.0
2003-11-07,0.0
2003-11-14,12.5
2003-12-02,-27.7778
2003-12-03,23.0769
2003-12-11,0.0
2003-12-15,6.25
2003-12-29,-29.4118
2003-12-30,0.0
2003-12-31,0.0
2004-01-23,0.0
2004-01-27,0.0
2004-02-20,8.3333
2004-02-24,-15.3846
2004-02-26,9.0909
2004-03-10,0.0
2004-03-16,16.6667
2004-03-18,-28.5714
2004-03-19,10.0
2004-03-31,-9.0909
2004-04-14,20.0
2004-04-19,0.0
2004-04-27,16.6667
2004-04-28,0.0
2004-04-30,0.0
2004-05-24,-35.7143
2004-06-21,-22.2222
2004-07-08,42.8571
2004-07-15,20.0
2004-07-16,0.0
2004-07-20,-16.6667
2004-07-21,0.0
2004-07-22,40.0
2004-07-23,92.8571
2004-07-26,14.8148
2004-07-27,-12.9032
2004-07-28,-33.3333
2004-07-29,-33.3333
2004-07-30,0.0
2004-08-02,8.3333
2004-08-03,-1.1538
2004-08-04,-5.8366
2004-08-05,23.9669
2004-08-06,-13.3333
2004-08-09,15.3846
2004-08-10,-20.0
2004-08-11,0.8333
2004-08-12,-0.8264
2004-08-13,-8.3333
2004-08-16,-9.0909
2004-08-17,5.0
2004-08-18,-9.5238
2004-08-19,10.0
2004-08-20,0.4785
2004-08-24,-14.2857
2004-08-25,0.0
2004-08-26,0.0
2004-08-27,0.0
2004-08-30,11.1111
2004-08-31,0.0
2004-09-02,-5.0
2004-09-03,-5.2632
2004-09-07,0.0
2004-09-09,0.0
2004-09-10,0.0
2004-09-14,0.0
2004-09-15,0.0
2004-09-16,0.0
2004-09-17,0.0
2004-09-20,-5.5556
2004-09-21,0.0
2004-09-22,0.0
2004-09-24,0.0
2004-09-27,29.4118
2004-09-28,-22.7273
2004-09-29,0.0
2004-10-05,-5.8824
2004-10-06,0.0
2004-10-07,0.0
2004-10-08,0.0
2004-10-11,0.0
2004-10-12,0.0
2004-10-13,0.0
2004-10-14,0.0
2004-10-15,0.0
2004-10-27,-18.75
2004-10-29,0.0
2004-11-03,23.0769
2004-11-05,0.0
2004-11-09,-18.75
2004-11-11,0.0
2004-11-12,0.0
