ticker,CNTY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,3.125
2000-01-05,-3.0303
2000-01-06,-3.125
2000-01-07,3.2258
2000-01-10,0.0
2000-01-11,-3.125
2000-01-12,0.0
2000-01-13,3.2258
2000-01-14,3.125
2000-01-18,0.0
2000-01-19,-3.0303
2000-01-20,-3.125
2000-01-24,3.2258
2000-01-25,3.125
2000-01-26,-3.0303
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,3.125
2000-02-01,3.0303
2000-02-02,-5.8824
2000-02-03,3.125
2000-02-04,-3.0303
2000-02-07,6.25
2000-02-08,2.9412000000000003
2000-02-09,0.0
2000-02-10,-2.8571
2000-02-11,0.0
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,-5.8824
2000-02-17,12.5
2000-02-18,-5.5556
2000-02-22,0.0
2000-02-23,1.4706000000000001
2000-02-24,-1.4493
2000-02-25,2.9412000000000003
2000-02-28,-2.8571
2000-02-29,2.9412000000000003
2000-03-01,0.0
2000-03-02,-5.7143
2000-03-03,3.0303
2000-03-06,5.8824
2000-03-07,22.2222
2000-03-08,-4.5455
2000-03-09,2.3810000000000002
2000-03-10,4.6512
2000-03-13,24.4444
2000-03-14,8.9286
2000-03-15,29.5082
2000-03-16,-17.7215
2000-03-17,10.7692
2000-03-20,-2.7778
2000-03-21,-14.2857
2000-03-22,-3.3333
2000-03-23,10.3448
2000-03-24,-9.375
2000-03-27,6.8966
2000-03-28,-3.2258
2000-03-29,0.0
2000-03-30,0.0
2000-03-31,-3.3333
2000-04-03,0.0
2000-04-04,-1.7241
2000-04-05,-1.7544
2000-04-06,-1.7856999999999998
2000-04-07,1.8182
2000-04-10,-1.7856999999999998
2000-04-11,1.8182
2000-04-12,0.0
2000-04-13,3.5714
2000-04-14,-5.1724
2000-04-17,1.8182
2000-04-18,3.5714
2000-04-19,0.0
2000-04-20,-1.7241
2000-04-24,5.2632
2000-04-25,-3.3333
2000-04-26,-3.4483
2000-04-27,-7.1429
2000-04-28,7.6923
2000-05-01,7.1429
2000-05-02,-10.0
2000-05-03,-1.8519
2000-05-04,-1.8868
2000-05-05,3.8462
2000-05-08,0.0
2000-05-09,1.8519
2000-05-10,1.8182
2000-05-11,3.5714
2000-05-12,-10.3448
2000-05-15,1.9231
2000-05-16,-1.8868
2000-05-17,3.8462
2000-05-18,0.0
2000-05-19,0.0
2000-05-22,3.7037
2000-05-23,1.7856999999999998
2000-05-24,0.0
2000-05-25,-1.7544
