ticker,QMED US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,5.4054
2000-01-04,-5.1282
2000-01-05,10.8108
2000-01-06,6.7073
2000-01-07,-1.1429
2000-01-10,4.0462
2000-01-11,15.5556
2000-01-12,-1.9231
2000-01-13,1.9607999999999999
2000-01-14,1.9231
2000-01-18,-1.8868
2000-01-19,-5.7692
2000-01-20,2.0408
2000-01-21,18.0
2000-01-24,0.0
2000-01-25,-5.0847
2000-01-26,-0.8929
2000-01-27,-2.7027
2000-01-28,0.9259
2000-01-31,-4.5872
2000-02-01,3.8462
2000-02-02,-1.8519
2000-02-03,-1.8868
2000-02-04,-0.9615
2000-02-07,0.0
2000-02-08,7.767
2000-02-09,0.9009
2000-02-10,19.6429
2000-02-11,-6.7164
2000-02-14,2.4
2000-02-15,9.375
2000-02-16,-4.2857
2000-02-17,-0.7463
2000-02-18,14.2857
2000-02-22,-9.2105
2000-02-23,5.0725
2000-02-24,-2.069
2000-02-25,0.0
2000-02-28,0.0
2000-02-29,1.4085
2000-03-01,2.7778
2000-03-02,-3.3784
2000-03-03,0.6993
2000-03-06,-2.7778
2000-03-07,-5.7143
2000-03-08,6.0606
2000-03-09,1.4285999999999999
2000-03-10,-5.6338
2000-03-13,4.4776
2000-03-14,-5.7143
2000-03-15,6.0606
2000-03-16,2.1429
2000-03-17,2.7972
2000-03-20,-4.7619
2000-03-21,-0.7143
2000-03-22,5.036
2000-03-23,17.1233
2000-03-24,2.924
2000-03-27,0.0
2000-03-28,11.3636
2000-03-29,-8.6735
2000-03-30,-7.2626
2000-03-31,12.6506
2000-04-03,-6.9519
2000-04-04,-13.7931
2000-04-05,4.6667
2000-04-06,11.465
2000-04-07,0.5714
2000-04-10,-1.1364
2000-04-11,-9.7701
2000-04-12,-5.7325
2000-04-13,8.1081
2000-04-14,-11.25
2000-04-17,-12.6761
2000-04-18,9.6774
2000-04-19,2.9412000000000003
2000-04-20,2.1429
2000-04-24,-8.3916
2000-04-25,9.9237
2000-04-26,1.3889
2000-04-27,-1.3699
2000-04-28,0.6944
2000-05-01,2.069
2000-05-02,1.3514
2000-05-03,-12.0
2000-05-04,3.7879
2000-05-05,-1.4599
2000-05-08,-3.7037
2000-05-09,-5.3846
2000-05-10,-5.6911000000000005
2000-05-11,-3.4483
2000-05-12,12.5
2000-05-15,1.9841
2000-05-16,-5.8366
2000-05-17,0.8264
2000-05-18,4.918
2000-05-19,0.0
2000-05-22,-6.25
2000-05-23,3.3333
2000-05-24,-9.6774
