ticker,BFRE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,0.0
2000-01-20,71.4286
2000-01-21,0.0
2000-01-31,-41.6667
2000-02-04,71.4286
2000-02-10,66.6667
2000-02-14,-55.0
2000-02-29,-11.1111
2000-03-08,150.0
2000-03-17,-60.0
2000-04-05,25.0
2000-04-26,60.0
2000-04-27,0.0
2000-06-01,-50.0
2000-08-07,0.0
2000-08-28,0.0
2000-09-05,0.0
2000-09-12,0.0
2000-10-03,0.0
2000-10-10,0.0
2000-10-17,12.5
2000-10-27,0.0
2000-11-21,0.0
2000-12-14,-11.1111
2000-12-18,0.0
2000-12-19,-50.0
2000-12-22,56.25
2000-12-26,-36.0
2000-12-27,25.0
2000-12-28,-20.0
2001-01-02,0.0
2001-01-10,0.0
2001-01-12,75.0
2001-01-30,-28.5714
2001-02-02,-20.0
2001-04-19,0.0
2001-04-24,0.0
2001-05-09,150.0
2001-07-27,-50.0
2001-08-13,-20.0
2001-08-28,0.0
2001-08-29,-49.375
2001-09-17,97.5309
2001-09-27,0.0
2001-09-28,0.0
2001-10-04,50.0
2001-10-12,0.0
2001-12-14,-66.6667
2001-12-19,0.0
2001-12-26,100.0
2001-12-27,-50.0
2001-12-31,0.0
2002-02-11,0.0
2002-03-08,-30.0
2002-03-20,-14.2857
2002-06-10,-16.6667
2002-06-17,0.0
2002-06-25,0.0
2002-07-18,0.0
2002-08-12,0.0
2002-08-22,0.0
2002-08-23,0.0
2002-08-26,0.0
2002-09-09,0.0
2002-09-25,0.0
2002-10-08,0.0
2002-10-09,-60.0
2002-10-10,0.0
2002-10-31,0.0
2002-11-26,0.0
2002-12-20,0.0
2003-01-24,0.0
2003-02-06,0.0
2003-02-14,0.0
2003-05-13,0.0
2003-05-15,0.0
2003-05-16,400.0
2003-05-27,0.0
2003-05-28,0.0
2003-06-03,-40.0
2003-06-10,-16.6667
2003-07-17,-40.0
2003-11-25,0.0
2003-12-15,-83.3333
2003-12-16,700.0
2003-12-30,-62.5
2004-01-20,566.6667
2004-01-30,-85.0
2004-03-10,566.6667
2004-03-22,0.0
2004-04-01,400.0
2004-04-06,-20.0
2004-04-07,-25.0
2004-04-08,0.0
2004-04-12,-50.0
2004-04-13,-33.3333
2004-04-14,20.0
2004-04-19,0.0
2004-05-03,0.0
2004-05-14,0.0
2004-05-21,25.0
2004-05-27,-46.6667
2004-06-16,-12.5
2004-06-28,114.2857
2004-06-29,0.0
2004-07-01,0.0
2004-07-07,0.0
2004-07-14,0.0
