ticker,PLLVF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-10-26,3.8462
2001-12-31,-7.4074
2002-08-20,-12.0
2003-03-10,50.0
2003-03-17,3.0303
2003-03-20,0.0
2003-06-23,26.4706
2003-07-28,-7.907
2003-08-05,8.5859
2003-08-07,0.0
2003-08-15,2.3256
2003-09-18,57.2727
2003-09-22,-8.9595
2003-11-05,71.4286
2003-11-06,3.7037
2003-11-10,16.0714
2003-11-11,-4.6154
2003-11-13,-8.0645
2003-11-21,0.8772
2003-11-24,13.0435
2003-11-25,-1.5385
2003-11-26,-1.5625
2003-11-28,3.1746
2003-12-02,-1.5385
2003-12-03,-0.7813
2003-12-04,-2.3622
2003-12-05,-1.6129
2003-12-11,0.0
2003-12-15,-11.4754
2003-12-16,-1.8519
2003-12-19,0.9434
2003-12-22,0.9346
2004-01-09,-3.7037
2004-01-15,0.0
2004-01-20,-10.0962
2004-01-21,9.0909
2004-01-22,11.7647
2004-01-23,0.0
2004-02-02,-3.5088
2004-02-17,-1.4545
2004-02-24,1.476
2004-02-25,3.6364
2004-03-02,10.526299999999999
2004-03-05,-1.5873
2004-03-11,0.0
2004-03-15,3.2258
2004-03-16,0.0
2004-03-26,-8.5938
2004-04-07,-5.9829
2004-05-03,-12.7273
2004-05-04,-4.7917
2004-05-05,-1.5316999999999998
2004-05-19,-17.5556
2004-05-20,17.2507
2004-05-21,5.7471
2004-05-27,11.9565
2004-05-28,-0.9709
2004-06-04,-5.8824
2004-06-08,-2.0833
2004-06-09,-4.2553
2004-06-14,-14.4444
2004-06-15,6.4935
2004-06-16,-2.439
2004-06-17,7.5
2004-06-18,3.4884
2004-06-22,-4.4944
2004-06-23,11.7647
2004-06-24,-2.1053
2004-06-28,0.0
2004-06-29,-6.4516
2004-06-30,1.1494
2004-07-06,0.0
2004-08-10,-26.1364
2004-09-09,1.5385
2004-09-10,0.0
2004-09-30,-1.5152
2004-10-04,-2.4615
2004-10-12,19.8738
2004-10-15,-10.526299999999999
2004-10-18,0.0
2004-10-22,17.647100000000002
2004-11-08,7.5
2004-11-17,-11.6279
2004-11-23,-9.8684
2004-11-26,-0.7299
2004-12-06,11.7647
2004-12-10,-13.1579
2004-12-13,0.0
2004-12-16,1.5152
2004-12-17,-1.4925
2004-12-20,0.0
2004-12-21,-12.1212
2004-12-23,10.3448
2004-12-30,6.25
2004-12-31,-0.2941
2005-01-05,-14.4543
2005-01-21,0.0
2005-01-24,-6.8966
2005-01-26,0.0
2005-02-02,42.5926
