ticker,VYCO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-04-13,-2.9412000000000003
2009-07-09,-93.9394
2009-07-20,0.0
2009-07-21,0.0
2009-07-31,0.0
2009-08-11,100.0
2009-08-12,-25.0
2009-10-01,-66.6667
2009-10-07,200.0
2009-10-08,-16.6667
2009-10-09,20.0
2009-10-14,0.0
2009-10-15,0.0
2009-10-19,33.3333
2009-10-22,-12.5
2009-11-09,-28.5714
2009-11-18,180.0
2009-12-03,-64.2857
2009-12-18,140.0
2009-12-22,0.0
2009-12-28,0.0
2010-01-08,150.0
2010-01-12,-60.0
2010-01-13,0.0
2010-01-20,-33.3333
2010-02-26,50.0
2010-03-03,-6.6667
2010-03-15,-10.7143
2010-03-16,20.0
2010-03-18,-15.0
2010-03-19,56.8627
2010-03-22,-25.0
2010-03-23,-16.6667
2010-03-25,0.0
2010-03-26,-10.0
2010-03-29,-11.1111
2010-04-08,0.0
2010-04-13,23.75
2010-04-14,-13.1313
2010-04-15,39.5349
2010-04-19,-33.3333
2010-04-20,12.5
2010-04-21,-44.4444
2010-04-22,20.0
2010-04-26,-16.6667
2010-04-27,-40.0
2010-04-28,13.3333
2010-04-29,-11.7647
2010-04-30,20.0
2010-05-03,33.3333
2010-05-04,-16.6667
2010-05-05,20.0
2010-05-06,-8.3333
2010-05-07,0.0
2010-05-10,9.0909
2010-05-11,-2.0833
2010-05-13,-14.8936
2010-05-14,17.5
2010-05-19,-6.383
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,0.0
2010-06-02,0.0
2010-06-04,0.0
2010-06-07,0.0
2010-06-10,0.0
2010-06-11,-9.0909
2010-06-16,-35.0
2010-06-18,7.6923
2010-06-28,41.9643
2010-06-29,-4.4025
2010-07-01,-4.6053
2010-07-15,10.3448
2010-07-19,40.0
2010-07-22,3.5714
2010-07-23,-48.2759
2010-07-26,0.0
2010-07-27,0.0
2010-07-29,26.6667
2010-08-10,5.2632
2010-08-11,0.0
2010-08-16,-20.0
2010-08-20,0.0
2010-08-24,0.0
2010-09-03,18.75
2010-09-07,10.526299999999999
2010-09-14,-4.7619
2010-09-21,-25.0
2010-09-22,66.6667
2010-09-23,-20.0
2010-09-24,40.0
2010-09-27,-10.7143
2010-09-28,-20.0
2010-09-30,35.0
2010-10-01,-25.9259
2010-10-04,50.0
2010-10-05,0.0
2010-10-06,0.0
2010-10-11,0.0
2010-10-12,-23.3333
2010-10-13,17.3913
2010-10-14,29.6296
2010-10-15,0.0
2010-10-18,0.0
