ticker,GZCC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-10-06,10.0
2005-10-07,0.0
2005-10-10,-9.0909
2005-10-11,0.0
2005-10-12,0.0
2005-10-13,2.0
2005-10-14,-1.9607999999999999
2005-10-17,2.0
2005-10-18,1.9607999999999999
2005-10-19,0.0
2005-10-20,-1.9231
2005-10-21,-1.9607999999999999
2005-11-01,12.0
2005-11-07,0.0
2005-11-08,60.7143
2005-11-09,-16.6667
2005-11-11,8.0
2005-11-14,-7.4074
2005-11-15,0.0
2005-11-22,0.0
2005-11-23,-9.3333
2005-11-29,0.0
2005-12-02,10.2941
2005-12-13,1.3333
2005-12-14,0.0
2005-12-15,0.0
2005-12-16,0.0
2005-12-19,-14.473700000000001
2006-02-03,18.4615
2006-03-15,-1.2987
2006-04-24,0.0
2006-04-26,0.0
2006-05-11,-14.473700000000001
2006-05-12,0.0
2006-05-26,16.9231
2006-05-30,-2.6316
2006-06-07,1.3514
2006-06-23,1.3333
2006-07-12,0.0
2006-07-13,0.0
2006-07-14,0.0
2006-07-17,0.0
2006-07-18,0.0
2006-07-19,0.0
2006-07-25,-14.473700000000001
2006-07-31,16.9231
2006-08-03,0.0
2006-08-11,0.0
2006-08-14,5.2632
2006-08-17,0.0
2006-08-18,0.0
2006-09-15,0.0
2006-09-18,6.25
2006-09-19,0.0
2006-09-20,-5.8824
2006-09-21,6.25
2006-09-22,-5.8824
2006-09-26,0.0
2006-09-27,0.0
2006-09-28,0.0
2006-10-02,0.0
2006-10-03,0.0
2006-10-04,0.0
2006-10-05,0.0
2006-10-06,0.0
2006-10-09,0.0
2006-10-10,0.0
2006-10-11,0.0
2006-10-12,0.0
2006-10-13,0.0
2006-10-16,0.0
2006-10-17,0.0
2006-10-18,0.0
2006-10-19,0.0
2006-10-20,0.0
2006-10-23,0.0
2006-10-24,-0.625
2006-10-25,0.6289
2006-10-26,-0.625
2006-10-27,0.0
2006-10-30,3.1447
2006-10-31,-2.439
2006-11-01,-3.75
2006-11-02,3.8961
2006-11-07,0.0
2006-11-08,0.0
2006-11-13,0.0
2006-11-14,0.0
2006-11-15,1.25
2006-11-16,-1.2346
2006-11-20,-5.0
2006-11-27,5.2632
2006-11-28,6.25
2006-11-29,-5.8824
2006-11-30,1.25
2006-12-01,-6.1728
2006-12-04,5.2632
2006-12-07,0.0
2006-12-08,-6.25
2006-12-15,6.6667
2006-12-18,0.0
2006-12-26,-3.75
2006-12-27,3.8961
2006-12-28,2.5
2006-12-29,-1.2195
