ticker,FHRT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-14,0.0
2000-01-19,0.0
2000-02-29,0.0
2000-03-08,0.0
2000-03-22,0.0
2000-03-27,0.0
2000-04-25,0.0
2000-05-01,0.0
2000-05-16,0.0
2000-06-06,0.0
2000-07-05,0.0
2000-07-25,0.0
2000-07-26,0.0
2000-09-05,0.0
2000-09-26,80.0
2000-09-28,44.4444
2000-10-25,-61.5385
2000-12-27,0.0
2000-12-29,0.0
2001-01-16,250.0
2001-02-07,-71.4286
2001-03-05,0.0
2001-03-09,0.0
2001-03-14,0.0
2001-03-30,0.0
2001-04-06,250.0
2001-07-11,-71.4286
2001-08-03,0.0
2001-08-23,0.0
2001-08-29,152.0
2001-08-31,-4.7619
2001-09-04,-8.3333
2001-09-25,-54.5455
2001-11-13,0.0
2001-11-16,0.0
2001-11-19,0.0
2001-11-20,0.0
2001-11-23,100.0
2001-12-11,-40.0
2001-12-17,116.6667
2002-01-07,-46.1538
2002-01-09,114.2857
2002-01-17,-46.6667
2002-01-24,56.25
2002-01-25,0.0
2002-01-29,0.0
2002-01-30,20.0
2002-02-05,-32.0
2002-02-08,41.1765
2002-02-15,0.0
2002-02-19,-29.1667
2002-02-25,0.0
2002-03-06,27.451
2002-03-14,10.7692
2002-03-26,-29.1667
2002-04-10,0.0
2002-04-18,0.0
2002-06-06,47.0588
2002-06-07,-32.0
2002-06-26,47.0588
2002-08-01,6.6667
2002-08-02,-10.0
2002-08-05,0.0
2002-09-09,-23.6111
2002-09-30,36.3636
2002-10-01,13.3333
2002-10-21,-11.7647
2002-11-04,-45.3333
2002-11-08,107.3171
2002-11-12,0.0
2002-11-29,-5.8824
2002-12-03,6.25
2002-12-20,-17.647100000000002
2002-12-30,21.4286
2003-01-27,-5.8824
2003-01-28,0.0
2003-02-18,-12.5
2003-03-24,0.0
2003-03-31,7.1429
2003-05-01,14.6667
2003-05-05,1.1628
2003-05-14,-13.7931
2003-06-20,0.0
2003-06-27,-5.3333
2003-10-23,5.6338
2003-10-30,-6.6667
2004-01-29,50.0
2004-02-06,0.9524
2004-02-26,41.5094
2004-03-05,23.3333
2004-03-09,0.0
2004-03-10,0.0
2004-03-29,-2.7027
2004-04-16,2.7778
2004-04-29,5.4054
2004-05-11,0.0
2004-05-12,2.5641
2004-05-17,-17.5
2004-05-19,6.0606
2004-06-08,0.0
2004-06-22,0.0
2004-06-25,0.0
2004-07-19,14.2857
2004-08-31,0.0
2004-09-27,50.0
