ticker,VABK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,1.2048
2000-01-18,0.0
2000-01-19,2.3810000000000002
2000-01-20,-1.1628
2000-01-25,2.3529
2000-02-08,-2.2989
2000-02-09,2.3529
2000-02-18,-1.1494
2000-03-02,-2.3256
2000-03-03,-1.1905000000000001
2000-03-06,0.0
2000-03-08,3.6145
2000-03-13,-6.9767
2000-03-14,0.0
2000-03-16,0.0
2000-03-23,0.0
2000-03-27,2.5
2000-03-28,-2.439
2000-03-29,0.0
2000-04-03,1.25
2000-04-12,-11.1111
2000-04-13,-5.5556
2000-04-17,8.8235
2000-04-18,-2.7027
2000-04-19,2.7778
2000-04-25,-2.7027
2000-05-03,0.0
2000-05-08,-1.3889
2000-05-09,1.4085
2000-05-16,2.7778
2000-05-17,2.7027
2000-05-22,0.0
2000-05-23,5.2632
2000-05-26,-5.0
2000-06-08,3.9474
2000-07-07,0.0
2000-07-10,0.0
2000-07-12,-5.0633
2000-07-14,0.0
2000-07-26,1.3333
2000-07-28,5.2632
2000-07-31,-3.75
2000-08-08,2.5974
2000-08-10,1.2658
2000-08-11,-5.0
2000-08-23,0.0
2000-08-24,2.6316
2000-08-25,-1.2821
2000-08-28,-1.2987
2000-08-30,2.6316
2000-09-07,-5.1282
2000-09-15,2.7027
2000-09-18,2.6316
2000-09-26,-2.5641
2000-09-28,0.0
2000-09-29,-5.2632
2000-10-04,5.5556
2000-10-06,0.0
2000-10-10,0.0
2000-11-01,3.2895
2000-11-02,0.6369
2000-11-06,0.0
2000-11-08,0.6329
2000-11-09,-0.6289
2000-11-14,-5.0633
2000-11-21,4.0
2000-11-22,0.0
2000-11-28,-2.5641
2000-11-29,2.6316
2000-12-01,-5.1282
2000-12-04,0.0
2000-12-11,-16.2162
2000-12-13,14.5161
2000-12-15,1.4085
2000-12-22,0.0
2000-12-27,-5.5556
2000-12-28,4.7794
2000-12-29,1.0526
2001-01-04,-5.5556
2001-01-08,5.8824
2001-01-18,0.0
2001-01-25,-5.5556
2001-01-31,4.4118
2001-02-05,-4.2254
2001-02-07,4.4118
2001-02-12,0.0
2001-02-20,-4.2254
2001-02-21,0.0
2001-02-23,5.8824
2001-03-14,0.0
2001-03-20,-5.5556
2001-03-21,5.0
2001-03-22,3.6414999999999997
2001-03-28,-8.1081
2001-03-29,1.3529
2001-04-04,5.1074
2001-04-11,3.534
2001-04-12,-9.3333
2001-04-17,5.0
2001-05-02,8.3687
2001-05-24,-6.947
2001-05-29,4.9479
