ticker,PCMC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-10-08,520.0
2004-10-12,-3.2258
2004-10-18,-26.6667
2004-10-21,-18.1818
2004-10-29,55.5556
2004-11-01,0.0
2004-11-04,0.0
2004-11-10,0.0
2004-11-17,-10.7143
2004-11-18,40.0
2004-11-19,7.4286
2004-11-22,46.2766
2004-11-23,50.9091
2004-11-24,-21.6867
2004-11-26,15.3846
2004-11-29,4.0
2004-11-30,-10.2564
2004-12-01,41.4286
2004-12-02,-4.0404
2004-12-03,-15.7895
2004-12-06,16.25
2004-12-07,-1.0753
2004-12-08,-2.1739
2004-12-09,0.0
2004-12-10,5.5556
2004-12-13,-3.1579
2004-12-14,-9.7826
2004-12-15,7.2289
2004-12-16,-38.2022
2004-12-17,19.0909
2004-12-20,0.0
2004-12-21,14.5038
2004-12-22,8.0
2004-12-23,0.0
2004-12-28,-7.4074
2004-12-29,0.0
2004-12-30,-26.6667
2004-12-31,-12.5455
2005-01-03,16.4241
2005-01-04,-14.2857
2005-01-05,-6.25
2005-01-06,13.3333
2005-01-07,-21.5686
2005-01-10,0.0
2005-01-14,-12.5
2005-01-19,-2.8571
2005-01-20,-2.9412000000000003
2005-01-21,0.0
2005-01-24,18.1818
2005-01-25,2.5641
2005-01-26,-7.5
2005-01-27,78.3784
2005-01-28,9.0909
2005-01-31,1.3889
2005-02-01,23.2877
2005-02-02,-13.3333
2005-02-03,2.5641
2005-02-04,11.875
2005-02-07,-3.9106
2005-02-08,4.6512
2005-02-09,-11.1111
2005-02-10,0.0
2005-02-11,6.25
2005-02-14,3.5294
2005-02-15,-4.5455
2005-02-16,7.1429
2005-02-17,0.0
2005-02-18,5.5556
2005-02-22,-2.1053
2005-02-23,-1.0753
2005-02-24,0.0
2005-02-28,-3.2609
2005-03-02,4.4944
2005-03-03,3.2258
2005-03-04,-4.1667
2005-03-07,3.2609
2005-03-08,5.2632
2005-03-09,30.0
2005-03-10,0.7692
2005-03-11,3.0534
2005-03-14,0.0
2005-03-15,-15.5556
2005-03-16,0.0
2005-03-17,0.0
2005-03-18,-1.3158
2005-03-21,-2.2222
2005-03-22,0.0
2005-03-23,9.0909
2005-03-24,3.3333
2005-03-28,0.8065
2005-03-30,0.0
2005-03-31,0.0
2005-04-01,32.0
2005-04-04,3.0303
2005-04-05,-5.8824
2005-04-06,9.375
2005-04-07,2.8571
2005-04-08,-11.6667
2005-04-11,-8.1761
2005-04-12,-17.8082
2005-04-13,8.3333
2005-04-14,-0.7692
