ticker,PURY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-10-09,1.1111
2002-12-06,-1.0989
2002-12-31,1.1111
2003-02-03,-1.0989
2003-02-25,0.0
2003-02-28,44.4444
2003-03-03,23.0769
2003-03-04,-6.25
2003-03-05,0.0
2003-03-12,0.0
2003-04-07,41.6667
2003-04-08,11.7647
2003-04-09,4.7368
2003-04-10,5.5276
2003-04-21,-9.5238
2003-04-29,-5.2632
2003-05-05,-19.4444
2003-05-27,0.0
2003-06-11,10.3448
2003-06-12,-6.25
2003-07-09,16.6667
2003-07-11,-0.5714
2003-07-30,3.4483
2003-08-13,-16.6667
2003-08-20,-20.0
2003-09-08,-15.0
2003-11-20,7.8431
2003-11-24,172.7273
2004-06-21,-63.3333
2004-07-22,-8.1818
2004-07-28,0.0
2005-02-28,48.5149
2005-03-08,-3.3333
2005-04-14,37.931
2005-04-19,-49.5
2005-05-17,73.2673
2005-05-18,-42.2857
2005-06-01,93.0693
2005-06-17,-48.2051
2005-09-21,0.0
2005-09-28,-25.7426
2005-10-20,-53.3333
2006-03-15,0.0
2006-12-08,-14.2857
2007-07-16,-16.6667
2008-03-17,500.0
2008-04-08,0.0
2008-04-18,-32.6667
2008-05-12,48.5149
2008-05-14,0.0
2008-05-15,16.6667
2008-05-16,0.0
2008-05-19,0.0
2008-05-20,0.0
2008-05-21,-13.7143
2008-05-22,51.5232
2008-05-27,-7.6923
2008-05-28,-16.6667
2008-05-29,10.0
2008-05-30,-9.0909
2008-06-02,-2.0
2008-06-03,-3.0612
2008-06-04,3.1579
2008-06-05,0.5102
2008-06-06,1.5228000000000002
2008-06-11,0.0
2008-06-12,10.0
2008-06-16,0.0
2008-06-18,-9.0909
2008-06-20,0.0
2008-06-26,-5.0
2008-07-02,2.1053
2008-07-15,-2.0619
2008-07-31,-10.526299999999999
2008-08-08,-11.7647
2008-08-22,29.3333
2008-09-03,0.0
2008-09-05,0.0
2008-09-12,-22.6804
2008-09-18,0.0
2008-10-03,-32.0
2008-10-10,-1.9607999999999999
2008-10-28,-60.0
2008-10-29,0.0
2008-11-10,0.0
2008-11-12,-50.0
2008-11-13,-70.0
2008-11-19,-16.6667
2008-11-25,-72.0
2008-11-28,-28.5714
2008-12-01,0.0
2008-12-03,0.0
2008-12-04,0.0
2008-12-08,2.5
2008-12-10,-21.9512
2008-12-15,-25.0
2008-12-19,33.3333
2009-01-02,0.0
2009-01-08,0.0
2009-01-28,0.0
2009-01-30,-50.0
2009-02-02,-50.0
