ticker,ORPB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-22,-14.8802
2000-03-14,3.7037
2000-03-29,1.7856999999999998
2000-04-05,-15.7895
2000-04-06,-8.3333
2000-04-13,0.0
2000-05-30,5.8932
2000-06-15,13.0435
2000-07-25,1.9231
2000-07-26,-16.9811
2000-07-28,0.0
2000-08-08,0.0
2000-08-25,-3.4926
2000-09-14,4.7619
2000-09-20,-4.5455
2000-10-02,0.0
2000-10-10,0.0
2000-10-12,0.0
2000-10-19,0.0
2000-11-03,-1.2524
2000-11-06,0.4878
2000-11-20,-2.9126
2000-11-21,5.0
2000-11-28,0.0
2000-12-01,-9.5238
2000-12-04,4.2105
2000-12-12,-6.5657
2000-12-13,4.8649000000000004
2000-12-28,5.6701
2000-12-29,-7.3171
2001-01-05,7.8947
2001-02-20,-9.921
2001-02-23,28.7671
2001-02-26,-19.1489
2001-03-02,-2.6316
2001-03-05,5.4054
2001-03-06,-5.1282
2001-03-12,0.0
2001-03-19,0.0
2001-03-20,5.4054
2001-03-23,-2.5641
2001-03-26,10.526299999999999
2001-03-27,-2.3810000000000002
2001-03-29,-9.7561
2001-03-30,2.7027
2001-04-09,0.0
2001-04-10,2.1053
2001-04-16,-6.1856
2001-05-01,9.8901
2001-05-03,0.0
2001-05-11,16.0
2001-05-29,0.0
2001-05-30,0.0
2001-05-31,0.0
2001-06-04,-3.8095
2001-06-06,16.8317
2001-06-12,0.0
2001-06-14,-14.4068
2001-06-15,8.9109
2001-07-10,-7.2727
2001-07-16,7.8431
2001-07-18,-0.9091
2001-07-19,-5.5046
2001-07-20,11.6505
2001-07-25,0.0
2001-08-03,1.2324
2001-08-14,0.0
2001-09-07,-9.5652
2001-10-01,10.5769
2001-11-12,-8.4507
2001-11-13,0.9615
2001-12-03,4.7619
2001-12-17,-5.4545
2001-12-18,1.9231
2001-12-20,8.4906
2001-12-21,0.0
2001-12-26,-8.6957
2002-02-06,10.5769
2002-02-08,-1.7391
2002-02-12,1.7699
2002-02-14,-4.3478
2002-03-11,-4.5455
2002-03-22,14.2857
2002-03-26,-11.6667
2002-04-04,1.8868
2002-04-05,3.7037
2002-04-23,-0.8929
2002-05-01,8.1081
2002-05-02,0.0
2002-05-07,1.0
2002-05-16,18.5524
2002-05-21,-0.3509
2002-05-28,7.0423
2002-05-30,0.0
2002-06-03,-3.9474
2002-06-05,4.1096
2002-06-12,0.0
2002-06-14,-3.2895
2002-06-17,3.4013999999999998
2002-06-21,-13.8158
