ticker,OVBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,5.3435
2000-01-05,-3.6231999999999998
2000-01-06,1.5038
2000-01-07,2.2222
2000-01-11,-4.3478
2000-01-12,3.0303
2000-01-13,-0.7353
2000-01-14,-1.4815
2000-01-19,1.1278
2000-01-20,-0.3717
2000-01-21,-0.3731
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,0.4195
2000-01-28,-1.1236
2000-02-01,-1.5152
2000-02-04,0.1923
2000-02-07,-0.1919
2000-02-08,1.5385
2000-02-10,1.5152
2000-02-11,-2.9851
2000-02-15,0.9135
2000-02-17,-0.9052
2000-02-23,0.0
2000-02-24,1.5385
2000-02-25,-3.7879
2000-02-28,-0.5906
2000-02-29,-0.198
2000-03-01,-3.1746
2000-03-03,2.0492
2000-03-07,-2.008
2000-03-09,0.0
2000-03-10,0.0
2000-03-13,0.0
2000-03-14,1.6393
2000-03-15,-0.8065
2000-03-16,0.813
2000-03-20,-0.2016
2000-03-21,-1.4141
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,-1.4344000000000001
2000-03-28,-0.2079
2000-03-29,0.0
2000-03-30,0.2083
2000-03-31,-1.8711
2000-04-03,0.0
2000-04-04,-1.6949
2000-04-12,4.3103
2000-04-14,-3.719
2000-04-17,0.4292
2000-04-18,2.9915000000000003
2000-04-19,0.4979
2000-04-20,-2.0747
2000-04-24,0.0
2000-04-25,-0.4237
2000-05-04,-0.4255
2000-05-05,2.5641
2000-05-08,-2.0833
2000-05-09,-0.4255
2000-05-10,0.0
2000-05-11,0.0
2000-05-15,0.0
2000-05-16,-3.8462
2000-05-17,0.4444
2000-05-18,-0.4425
2000-05-19,-0.2222
2000-05-23,-2.8952999999999998
2000-05-24,-0.9174
2000-05-25,0.0
2000-06-01,0.9259
2000-06-15,0.0
2000-06-16,0.0
2000-06-19,0.0
2000-06-20,0.0
2000-06-21,-0.9174
2000-06-22,0.0
2000-06-26,1.8519
2000-06-29,-2.7273
2000-06-30,-2.8037
2000-07-03,0.0
2000-07-06,1.9231
2000-07-07,-0.2358
2000-07-13,0.2364
2000-07-18,-1.8868
2000-07-19,0.0
2000-07-20,0.0
2000-07-21,0.0
2000-07-24,0.0
2000-07-26,0.5769
2000-07-27,0.0
2000-07-28,0.9615
2000-08-04,0.0
2000-08-09,0.9524
2000-08-10,1.4151
2000-08-14,-0.4651
2000-08-15,1.8692
2000-08-22,-2.7523
2000-08-23,0.4717
2000-08-24,0.4695
2000-08-29,-0.4673
