ticker,SRCX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-12-09,-6.1224
2004-12-15,2.1739
2004-12-16,5.9574
2004-12-17,6.4257
2004-12-20,3.7736
2004-12-21,18.1818
2004-12-22,10.0
2004-12-23,-2.0979
2004-12-27,-4.2857
2004-12-28,19.403
2004-12-29,0.0
2004-12-30,12.5
2005-01-03,2.2222
2005-01-04,8.1522
2005-01-05,15.5779
2005-01-06,0.0
2005-01-07,-17.3913
2005-01-11,5.2632
2005-01-12,0.0
2005-01-13,20.0
2005-01-14,4.1667
2005-01-18,16.0
2005-01-20,3.4483
2005-01-21,-3.3333
2005-01-25,3.4483
2005-01-26,0.0
2005-01-28,-6.6667
2005-01-31,17.1429
2005-02-01,0.0
2005-02-02,-14.6341
2005-02-03,-14.2857
2005-02-04,6.6667
2005-02-08,0.0
2005-02-09,-6.25
2005-02-10,36.6667
2005-02-14,-21.9512
2005-02-15,31.25
2005-02-16,-4.7619
2005-02-17,2.5
2005-02-18,-14.6341
2005-02-23,0.0
2005-02-24,20.0
2005-02-25,7.1429
2005-03-03,-33.3333
2005-03-08,-10.0
2005-03-09,13.7037
2005-03-30,40.0651
2005-03-31,-4.6512
2005-04-04,-41.4634
2005-04-08,50.0
2005-04-11,11.8056
2005-04-12,-4.9689
2005-04-13,0.0
2005-04-14,-3.268
2005-04-15,0.6757
2005-04-18,0.0
2005-04-20,20.8054
2005-04-21,-19.4444
2005-04-22,7.5862
2005-04-25,0.0
2005-04-26,-11.538499999999999
2005-04-27,14.4928
2005-04-28,-1.2658
2005-04-29,5.1282
2005-05-02,3.6585
2005-05-03,-5.8824
2005-05-04,-1.25
2005-05-05,9.3671
2005-05-06,-0.463
2005-05-09,-4.6512
2005-05-10,-7.3171
2005-05-11,-7.8947
2005-05-12,22.8571
2005-05-13,-2.3256
2005-05-16,7.1429
2005-05-17,-13.3333
2005-05-18,0.0
2005-05-19,10.2564
2005-05-20,-16.2791
2005-05-23,0.0
2005-05-24,-2.7778
2005-05-25,-2.8571
2005-05-26,2.9412000000000003
2005-05-27,2.8571
2005-05-31,-11.1111
2005-06-01,9.375
2005-06-02,14.2857
2005-06-03,-10.0
2005-06-06,-11.1111
2005-06-07,9.375
2005-06-08,-8.5714
2005-06-09,-15.625
2005-06-10,0.0
2005-06-13,-37.037
2005-06-14,11.7647
2005-06-15,31.5789
2005-06-16,-4.0
2005-06-17,0.0
2005-06-20,11.6667
2005-06-21,-10.4478
2005-06-22,16.6667
2005-06-24,-2.8571
