ticker,YORW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,0.0
2000-01-05,-0.7353
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,0.0
2000-01-11,0.0
2000-01-12,0.7407
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,1.4706000000000001
2000-01-19,-1.4493
2000-01-20,1.4706000000000001
2000-01-24,-1.4493
2000-01-25,0.0
2000-01-26,0.7353
2000-01-28,-0.7299
2000-01-31,0.0
2000-02-01,0.7353
2000-02-03,0.7299
2000-02-04,-0.7246
2000-02-08,0.7299
2000-02-09,-1.4493
2000-02-10,-1.4706000000000001
2000-02-11,0.0
2000-02-15,-2.9851
2000-02-16,-1.5385
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,0.0
2000-02-23,-4.6875
2000-02-24,-0.8197
2000-02-25,0.0
2000-02-28,0.0
2000-02-29,4.1322
2000-03-03,-1.5873
2000-03-06,0.0
2000-03-07,0.0
2000-03-08,-2.4194
2000-03-09,0.0
2000-03-10,4.1322
2000-03-14,-3.2882
2000-03-15,-0.8333
2000-03-16,0.0
2000-03-17,-5.8824
2000-03-20,1.7856999999999998
2000-03-21,0.0
2000-03-22,-1.7544
2000-03-23,0.0
2000-03-27,0.0
2000-03-28,0.0
2000-03-29,0.8929
2000-03-30,-1.7699
2000-03-31,1.8018
2000-04-03,0.0
2000-04-04,-0.885
2000-04-05,0.0
2000-04-06,0.0
2000-04-07,1.7856999999999998
2000-04-10,3.5088
2000-04-11,-5.0847
2000-04-12,3.5714
2000-04-14,0.0
2000-04-18,0.0
2000-04-19,0.0
2000-04-24,-0.8621
2000-04-25,2.6087
2000-04-26,-2.5423999999999998
2000-04-27,2.6087
2000-05-01,0.8475
2000-05-02,-0.8403
2000-05-03,-2.5423999999999998
2000-05-04,3.4783
2000-05-05,-3.3613
2000-05-09,2.6087
2000-05-11,0.0
2000-05-12,0.0
2000-05-15,0.0
2000-05-16,0.8475
2000-05-18,0.0
2000-05-22,-2.521
2000-05-23,3.4483
2000-05-24,0.0
2000-05-25,-1.6667
2000-05-30,0.0
2000-05-31,1.6949
2000-06-01,0.0
2000-06-02,-1.6667
2000-06-06,-1.6949
2000-06-07,0.0
2000-06-09,3.4483
2000-06-12,0.0
2000-06-13,0.0
2000-06-16,0.0
2000-06-19,-1.6667
2000-06-20,0.8475
2000-06-26,-0.8403
2000-06-27,1.6949
2000-06-28,-2.5667
2000-06-29,0.8696
2000-06-30,3.4483
2000-07-05,0.0
