ticker,SCGX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-04-11,0.0
2006-04-12,-0.9901
2006-11-17,100.0
2006-11-21,-10.0
2006-11-22,0.0
2006-11-27,0.0
2006-11-29,-0.5556
2006-11-30,0.5587
2006-12-01,-0.5556
2006-12-04,0.5587
2006-12-05,0.0
2006-12-06,-0.5556
2006-12-07,10.6145
2006-12-08,-11.6162
2006-12-11,2.8571
2006-12-12,11.1111
2006-12-13,-15.0
2006-12-14,5.8824
2006-12-15,0.0
2006-12-18,-7.7778
2006-12-19,-1.2048
2006-12-20,15.8537
2006-12-21,-10.526299999999999
2006-12-22,17.647100000000002
2006-12-27,-16.0
2006-12-28,1.1905000000000001
2007-01-03,5.8824
2007-01-04,0.0
2007-01-08,-0.0139
2007-01-10,-7.765
2007-01-12,-1.2048
2007-01-16,21.9512
2007-01-17,1.0
2007-01-18,0.9901
2007-01-19,0.9804
2007-01-22,2.9126
2007-01-23,-13.2075
2007-01-24,-1.087
2007-01-25,3.2967
2007-01-26,12.766
2007-01-29,-7.5472
2007-01-30,-1.0204
2007-01-31,8.2474
2007-02-01,-3.8095
2007-02-02,0.0
2007-02-05,-6.9307
2007-02-06,7.4468
2007-02-07,-10.8911
2007-02-09,5.0
2007-02-12,-4.7619
2007-02-13,5.5556
2007-02-14,-1.0526
2007-02-15,5.3191
2007-02-16,-5.0505
2007-02-20,-4.2553
2007-02-21,-1.1111
2007-02-23,1.1236
2007-02-26,0.0
2007-02-27,-11.1111
2007-02-28,12.5
2007-03-01,1.1111
2007-03-02,-1.0989
2007-03-05,-4.4444
2007-03-06,2.3256
2007-03-08,-5.6818
2007-03-09,-1.2048
2007-03-13,3.6585
2007-03-14,-1.1764999999999999
2007-03-15,13.0952
2007-03-16,18.947400000000002
2007-03-19,6.1947
2007-03-20,-5.0
2007-03-21,1.7544
2007-03-22,-3.4483
2007-03-23,-2.6786
2007-03-26,2.7523
2007-03-27,-8.9286
2007-03-28,-7.7451
2007-03-29,0.9564
2007-03-30,3.1579
2007-04-02,2.0408
2007-04-03,-8.0
2007-04-04,3.2609
2007-04-05,0.0
2007-04-09,5.2632
2007-04-10,-2.0
2007-04-11,3.0612
2007-04-12,0.9901
2007-04-13,-0.9804
2007-04-16,-5.9406
2007-04-17,18.947400000000002
2007-04-18,0.885
2007-04-19,0.8772
2007-04-20,16.5217
2007-04-23,-9.7015
2007-04-24,-21.0744
2007-04-25,-0.5236
2007-04-26,-14.7368
2007-04-27,16.0494
