ticker,IDLM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-12-02,0.0
2010-01-14,-45.5446
2010-01-15,52.7273
2010-01-19,2.3810000000000002
2010-01-20,1.1628
2010-01-21,1.1494
2010-01-22,1.1364
2010-01-25,3.3708
2010-01-26,5.4348
2010-01-27,2.0619
2010-01-28,3.0303
2010-01-29,10.7843
2010-02-01,2.6549
2010-02-02,3.4483
2010-02-03,1.6667
2010-02-04,1.6393
2010-02-05,20.9677
2010-02-08,0.0
2010-02-09,6.6667
2010-02-10,2.5
2010-02-11,3.0488
2010-02-12,3.5503
2010-02-16,1.7143000000000002
2010-02-17,-1.6854
2010-02-18,-5.7143
2010-02-19,9.697
2010-02-22,2.2099
2010-02-23,-2.7027
2010-02-24,2.7778
2010-02-25,3.7838000000000003
2010-02-26,-4.6875
2010-03-01,8.1967
2010-03-02,0.0
2010-03-03,4.5455
2010-03-04,0.9662
2010-03-05,-4.7847
2010-03-08,-1.005
2010-03-09,-0.5076
2010-03-11,-0.5102
2010-03-12,-5.1282
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,-0.5405
2010-03-18,-8.1522
2010-03-19,-11.2426
2010-03-22,12.0
2010-03-23,0.0
2010-03-24,-1.7856999999999998
2010-03-25,1.2121
2010-03-26,5.3892
2010-03-29,0.0
2010-03-30,2.2727
2010-03-31,2.8333
2010-04-01,-8.1578
2010-04-05,4.1176
2010-04-06,-2.8249
2010-04-07,2.907
2010-04-08,1.1299
2010-04-09,-10.0559
2010-04-12,4.3478
2010-04-14,0.5952
2010-04-15,27.2189
2010-04-16,-9.3023
2010-04-19,-7.6923
2010-04-20,-16.6667
2010-04-21,13.3333
2010-04-22,-11.1765
2010-04-23,1.3245
2010-04-26,-1.9607999999999999
2010-04-27,-6.6667
2010-04-28,-10.7143
2010-04-29,15.2
2010-04-30,-22.9167
2010-05-03,11.7117
2010-05-04,-7.2581
2010-05-05,1.7391
2010-05-10,-1.7094
2010-05-11,0.0
2010-05-12,0.0
2010-05-13,0.0
2010-05-14,0.0
2010-05-17,-12.1739
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.9901
2010-05-21,-67.6471
2010-05-24,6.0606
2010-05-25,-8.5714
2010-05-26,57.8125
2010-05-27,18.4158
2010-05-28,-6.3545
2010-06-01,10.7143
2010-06-02,-30.6452
2010-06-03,-6.9767
2010-06-04,11.25
2010-06-07,34.606700000000004
2010-06-08,16.8614
2010-06-09,-7.1429
2010-06-10,-7.6923
2010-06-11,28.3333
