ticker,FNHM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-06-05,1.9231
2002-06-06,0.6289
2002-06-07,0.0
2002-06-10,0.625
2002-06-13,0.6211
2002-06-19,-1.2346
2002-06-20,2.5
2002-07-09,2.439
2002-07-12,4.7619
2002-07-15,0.0
2002-07-18,-3.4091
2002-07-22,1.1764999999999999
2002-07-24,1.1628
2002-07-25,0.2299
2002-07-26,-0.2294
2002-08-06,1.1494
2002-08-13,-1.1364
2002-08-16,1.1494
2002-08-22,0.0
2002-08-26,0.0
2002-08-29,1.1364
2002-08-30,0.0
2002-09-04,1.1236
2002-09-09,-3.3333
2002-09-19,2.2989
2002-09-20,1.1236
2002-09-26,2.2222
2002-10-07,1.7391
2002-10-09,-1.7094
2002-10-11,0.0
2002-10-24,1.087
2002-10-25,3.2258
2002-10-29,-5.2083
2002-11-04,1.0989
2002-11-06,-2.1739
2002-11-08,-0.0444
2002-11-12,2.2677
2002-11-13,1.087
2002-11-15,-1.0753
2002-11-18,52.1739
2002-11-19,-28.5714
2002-12-04,-5.0
2002-12-05,-1.0526
2002-12-10,1.0638
2002-12-11,-1.0526
2002-12-16,-2.1277
2002-12-17,8.6957
2002-12-18,-8.0
2002-12-19,3.2609
2002-12-23,-3.1579
2003-01-02,4.3478
2003-01-09,0.0
2003-01-21,0.0
2003-01-28,-4.1667
2003-01-29,0.0
2003-01-31,4.3478
2003-02-04,3.125
2003-02-07,-6.9495000000000005
2003-02-14,0.0868
2003-02-18,0.0
2003-02-19,3.0369
2003-02-20,0.0
2003-02-21,0.0
2003-03-07,3.1579
2003-03-11,-4.0816
2003-03-19,0.0
2003-03-20,0.0
2003-03-24,0.2128
2003-03-26,0.8493
2003-03-28,2.1053
2003-04-02,-2.0619
2003-04-04,1.0526
2003-04-07,2.0833
2003-04-21,-1.0204
2003-04-29,0.4124
2003-05-02,0.616
2003-05-05,-1.0204
2003-05-06,1.0309
2003-05-09,0.0
2003-06-02,-1.0204
2003-06-03,1.6495
2003-06-09,1.4199
2003-06-30,-1.0
2003-07-08,-3.0303
2003-07-09,4.1667
2003-07-15,0.0
2003-07-18,0.0
2003-07-22,-2.0
2003-07-25,0.0
2003-07-29,0.0
2003-07-31,3.0612
2003-08-01,0.0
2003-08-04,-0.9901
2003-08-07,0.0
2003-08-08,2.0
2003-08-11,0.0
2003-08-12,-0.5882
2003-08-14,-0.3945
2003-08-19,0.9901
2003-08-21,-1.5686
2003-08-22,1.3944
2003-08-25,0.1965
