ticker,PCPJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-11-24,-66.6667
2008-12-01,100.0
2008-12-08,200.0
2008-12-09,0.0
2008-12-16,100.0
2009-01-02,0.0
2009-01-09,-50.0
2009-01-22,0.0
2009-01-27,33.3333
2009-01-28,0.0
2009-02-03,0.0
2009-02-04,0.0
2009-02-11,-75.0
2009-02-25,0.0
2009-03-03,0.0
2009-03-06,0.0
2009-03-16,0.0
2009-03-17,100.0
2009-03-18,0.0
2009-03-19,0.0
2009-03-20,0.0
2009-04-02,100.0
2009-04-06,-25.0
2009-04-08,-33.3333
2009-04-16,0.0
2009-04-23,0.0
2009-05-04,100.0
2009-05-11,-25.0
2009-05-12,-33.3333
2009-05-13,0.0
2009-05-21,50.0
2009-06-05,50.0
2009-06-08,11.1111
2009-06-17,20.0
2009-06-19,0.0
2009-06-26,0.0
2009-08-05,0.0
2009-08-07,0.0
2009-08-10,0.0
2009-08-20,0.0
2009-08-21,-16.6667
2009-09-21,40.0
2009-10-06,-28.5714
2009-10-08,0.0
2009-10-12,-60.0
2009-10-13,100.0
2009-10-14,-12.5
2009-10-16,-14.2857
2009-10-19,0.0
2009-10-20,33.3333
2009-11-18,0.0
2009-11-23,0.0
2009-12-03,0.0
2009-12-08,0.0
2009-12-09,0.0
2009-12-14,0.0
2009-12-28,0.0
2009-12-30,0.0
2010-03-10,-25.0
2010-03-12,16.6667
2010-03-16,0.0
2010-03-17,-14.2857
2010-03-19,0.0
2010-03-22,16.6667
2010-03-24,-14.2857
2010-03-25,0.0
2010-03-30,16.6667
2010-04-06,-14.2857
2010-05-17,0.0
2010-05-18,0.0
2010-05-28,0.0
2010-06-09,-63.3333
2010-06-10,127.2727
2010-06-11,0.0
2010-06-16,20.0
2010-06-24,0.0
2010-07-01,0.0
2010-07-06,-33.3333
2010-07-27,0.0
2010-07-29,0.0
2010-08-18,0.0
2010-08-23,0.0
2010-08-27,50.0
2010-09-20,-33.3333
2010-09-21,0.0
2010-09-28,-10.0
2010-10-22,0.0
2010-10-25,38.8889
2010-10-26,20.0
2010-10-27,0.0
2010-11-05,0.0
2010-11-09,0.0
2010-11-10,0.0
2010-11-15,-8.3333
2010-11-16,9.0909
2010-11-18,16.6667
2010-11-22,14.2857
2010-11-23,25.0
2010-11-24,-40.0
2010-11-29,100.0
2010-12-06,0.0
2010-12-08,8.3333
2010-12-13,0.0
2010-12-17,0.0
2010-12-27,16.6667
2010-12-29,-14.2857
2010-12-31,0.0
2011-01-04,0.0
