ticker,NOC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.1965
2000-01-04,1.3002
2000-01-05,-0.1167
2000-01-06,-1.8692
2000-01-07,2.3810000000000002
2000-01-10,-1.1628
2000-01-11,1.7647
2000-01-12,-1.0405
2000-01-13,0.0
2000-01-14,-0.4673
2000-01-18,-2.1127
2000-01-19,-3.1175
2000-01-20,0.495
2000-01-21,2.8325
2000-01-24,-6.5868
2000-01-25,-2.0513
2000-01-26,0.2618
2000-01-27,4.4386
2000-01-28,0.125
2000-01-31,0.3745
2000-02-01,0.0
2000-02-02,-0.4975
2000-02-03,-0.125
2000-02-04,3.6295
2000-02-07,-3.6231999999999998
2000-02-08,-0.8772
2000-02-09,-2.1492
2000-02-10,-2.1964
2000-02-11,-0.9247
2000-02-14,-0.6667
2000-02-15,-2.953
2000-02-16,2.3513
2000-02-17,0.1351
2000-02-18,-2.834
2000-02-22,2.0833
2000-02-23,-0.5442
2000-02-24,1.4227
2000-02-25,-1.2245
2000-02-28,-1.1019
2000-02-29,0.9749
2000-03-01,-3.3103
2000-03-02,-0.5706
2000-03-03,1.8651
2000-03-06,8.169
2000-03-07,-2.7344
2000-03-08,1.2048
2000-03-09,0.5291
2000-03-10,-0.9211
2000-03-13,-0.1328
2000-03-14,3.8564
2000-03-15,7.5544
2000-03-16,4.0476
2000-03-17,1.0297
2000-03-20,-4.6433
2000-03-21,2.6128
2000-03-22,-0.8102
2000-03-23,-2.8005
2000-03-24,2.7611
2000-03-27,-0.4673
2000-03-28,-1.1737
2000-03-29,-0.5938
2000-03-30,1.3142
2000-03-31,-0.1179
2000-04-03,-0.9445
2000-04-04,5.3635
2000-04-05,0.0
2000-04-06,1.9231
2000-04-07,-2.6637
2000-04-10,1.7104
2000-04-11,1.4574
2000-04-12,0.9945
2000-04-13,5.1422
2000-04-14,-1.0406
2000-04-17,7.3607
2000-04-18,1.5671
2000-04-19,-1.4465
2000-04-20,4.8924
2000-04-24,5.1306
2000-04-25,3.0169
2000-04-26,-3.7898
2000-04-27,4.6553
2000-04-28,-2.9939999999999998
2000-05-01,3.7037
2000-05-02,-0.7653
2000-05-03,-2.5707
2000-05-04,3.2542
2000-05-05,-0.8518
2000-05-08,0.8591
2000-05-09,1.448
2000-05-10,0.0
2000-05-11,1.2594
2000-05-12,0.4146
2000-05-15,-0.3303
2000-05-16,1.0771
2000-05-17,3.9344
2000-05-18,-0.7886
2000-05-19,0.7154
2000-05-22,-1.8153000000000001
2000-05-23,-1.045
