ticker,CBKM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-11,3.9215999999999998
2000-01-14,0.0
2000-01-21,0.0
2000-01-25,0.0
2000-01-27,0.0
2000-03-09,0.0
2000-03-10,-1.4906
2000-03-14,0.9615
2000-04-07,0.9524
2000-04-10,0.0
2000-04-11,1.8868
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,0.0
2000-04-17,-0.463
2000-04-27,0.4651
2000-04-28,2.3148
2000-05-15,-2.2624
2000-05-16,0.9259
2000-05-19,0.0
2000-06-05,0.9174
2000-06-29,-0.5293
2000-07-11,2.0642
2000-07-18,-1.1236
2000-08-01,0.0
2000-09-18,-0.0727
2000-09-20,1.8265
2000-11-09,3.1390000000000002
2000-11-21,0.4348
2000-11-22,-2.1645
2000-11-27,0.885
2001-01-03,2.2207
2001-01-17,0.0
2001-01-19,-2.5862
2001-01-22,3.5398
2001-01-25,-1.7094
2001-01-30,-0.8696
2001-02-06,1.7544
2001-02-07,0.0
2001-02-13,0.0
2001-02-14,0.0
2001-03-16,-1.3448
2001-03-19,1.7544
2001-03-22,-0.8621
2001-04-30,-0.087
2001-06-01,0.5222
2001-06-04,1.2987
2001-07-31,-0.4804
2001-08-28,0.8621
2001-09-19,0.3775
2001-12-20,-0.395
2002-01-11,0.8621
2002-01-14,1.7094
2002-01-18,-2.521
2002-01-23,1.8965999999999998
2002-02-01,0.6768
2002-02-05,-0.8403
2002-02-07,0.0
2002-02-14,0.0
2002-02-21,-0.7627
2002-03-04,2.4765
2002-03-07,-2.4167
2002-03-11,2.0495
2002-03-12,-2.0921
2002-03-13,2.5641
2002-03-18,0.3848
2002-03-19,-2.5
2002-03-20,2.5641
2002-03-21,0.0
2002-03-25,0.0
2002-03-26,0.0
2002-04-18,5.0
2002-04-29,3.5714
2002-04-30,-3.4483
2002-05-01,2.3810000000000002
2002-05-09,0.0
2002-05-10,0.0
2002-05-14,0.0
2002-05-15,0.0
2002-05-16,0.0
2002-05-20,0.0
2002-05-22,0.0
2002-05-23,0.0
2002-05-24,0.0
2002-05-28,0.0
2002-05-31,0.0
2002-06-25,2.7077
2002-06-28,4.5455
2002-08-05,-2.1739
2002-08-13,0.0
2002-08-14,5.0
2002-08-16,-3.7037
2002-08-19,0.0
2002-08-27,0.0
2002-09-11,-2.1978
2002-09-13,0.0
2002-09-16,2.6067
2002-09-20,0.0
2002-09-30,-1.0989
2002-10-01,1.1111
2002-10-02,0.0
2002-10-07,-2.1978
2002-10-09,0.0
