ticker,HWSY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-12-03,-12.0
2003-12-11,0.0
2004-01-06,13.6364
2004-01-28,300.0
2004-01-29,1.0
2004-02-26,-69.3069
2004-03-04,0.0
2004-03-10,-3.2258
2004-03-24,0.0
2004-03-29,133.3333
2004-04-06,-57.1429
2004-05-18,0.0
2004-05-21,0.0
2004-05-24,50.0
2004-05-25,22.2222
2004-06-01,0.0
2004-06-02,0.0
2004-06-04,0.0
2004-06-17,-45.4545
2004-06-22,0.0
2004-06-25,70.0
2004-06-29,0.0
2004-07-12,-41.1765
2004-07-14,66.6667
2004-07-16,20.0
2004-07-19,0.0
2004-07-21,-25.0
2004-07-22,22.2222
2004-07-27,-45.4545
2004-07-28,50.0
2004-08-10,13.3333
2004-08-19,-19.6078
2004-08-20,46.3415
2004-08-26,-16.6667
2004-08-27,0.0
2004-09-07,10.0
2004-09-10,83.6364
2004-09-13,-30.6931
2004-09-14,0.0
2004-09-15,35.7143
2004-09-17,-26.3158
2004-09-20,4.2857
2004-09-21,-23.2877
2004-09-22,-8.9286
2004-09-23,19.6078
2004-09-24,-1.6393
2004-09-29,8.3333
2004-09-30,-21.5385
2004-10-12,11.7647
2004-10-13,-3.5088
2004-10-14,-7.2727
2004-10-18,-19.6078
2004-10-19,-4.878
2004-10-20,-10.2564
2004-10-21,-5.7143
2004-10-27,-3.0303
2004-11-01,12.5
2004-11-02,2.7778
2004-11-03,27.027
2004-11-04,0.0
2004-11-05,0.0
2004-11-10,8.5106
2004-11-11,-21.5686
2004-11-24,-26.25
2004-11-26,-28.8136
2004-11-29,23.8095
2004-11-30,15.3846
2004-12-01,-20.0
2004-12-02,-8.3333
2004-12-03,0.0
2004-12-06,-27.2727
2004-12-07,25.0
2004-12-08,-15.0
2004-12-09,-23.5294
2004-12-10,30.7692
2004-12-15,0.0
2004-12-17,0.0
2004-12-21,35.2941
2004-12-22,47.8261
2004-12-23,2.9412000000000003
2004-12-27,28.5714
2004-12-28,-24.4444
2004-12-29,2.9412000000000003
2004-12-30,-8.5714
2004-12-31,12.5
2005-01-03,11.1111
2005-01-04,5.0
2005-01-05,-4.7619
2005-01-06,-42.5
2005-01-07,-4.3478
2005-01-10,-4.5455
2005-01-11,-4.7619
2005-01-12,-5.0
2005-01-13,5.2632
2005-01-14,0.0
2005-01-18,5.0
2005-01-19,14.2857
2005-01-20,66.6667
2005-01-21,-32.5
2005-01-24,0.0
2005-01-25,0.0
2005-01-26,0.0
