ticker,MBCN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-29,3.3333
2000-04-12,4.8387
2000-06-27,-4.6154
2000-09-19,-36.3226
2000-09-25,52.8662
2000-09-29,-16.6667
2000-11-10,-4.0
2001-01-18,14.5833
2001-03-09,0.0
2001-03-26,3.6364
2001-04-03,-3.5088
2001-04-10,0.0
2001-04-12,1.8182
2001-04-16,-1.7856999999999998
2001-05-07,0.0
2001-06-21,0.0
2001-08-14,0.0
2001-08-20,0.0
2001-08-30,-14.9455
2001-09-06,0.0
2001-09-21,9.6774
2001-09-25,-5.4902
2001-10-16,-0.4149
2001-11-01,6.25
2001-11-05,0.0
2001-11-21,0.0
2001-11-30,-0.0793
2002-01-02,2.1825
2002-01-15,1.9417
2002-03-05,-7.9402
2002-03-06,5.2083
2002-03-07,-1.9802
2002-03-13,5.0505
2002-04-23,-1.9231
2002-04-24,0.0
2002-04-25,0.0
2002-04-26,0.0
2002-05-08,-0.9804
2002-05-17,2.9703
2002-06-05,6.1387
2002-06-20,3.4483
2002-07-01,0.0
2002-07-02,0.0
2002-07-08,-3.1481
2002-07-09,3.2505
2002-07-11,0.9259
2002-07-15,-1.6514
2002-07-16,0.0
2002-07-17,0.0
2002-07-18,-1.1194
2002-07-19,2.8302
2002-07-22,0.0
2002-07-23,-0.9174
2002-07-24,-1.8519
2002-07-25,1.8868
2002-07-30,0.0
2002-07-31,0.0
2002-08-01,0.0
2002-08-02,1.8519
2002-08-12,20.0
2002-08-16,-16.6667
2002-08-28,16.3636
2002-09-03,1.3832
2002-09-04,5.4264
2002-10-24,-22.647100000000002
2002-10-28,13.6882
2002-11-07,-3.01
2002-12-02,-1.5625
2002-12-10,3.1746
2002-12-16,0.5128
2003-01-03,-6.4626
2003-01-09,6.3636
2003-01-10,-5.9829
2003-01-13,6.3636
2003-01-15,-4.2735
2003-01-21,4.4643
2003-01-22,-4.2735
2003-01-23,4.4643
2003-01-29,0.0
2003-01-31,-4.2735
2003-02-03,8.9286
2003-02-11,-4.0984
2003-02-20,-3.3846
2003-02-21,4.9186
2003-03-04,1.6978
2003-03-05,0.0
2003-03-14,-2.3372
2003-03-20,0.8547
2003-04-09,-1.6949
2003-04-10,0.8621
2003-04-14,1.7094
2003-04-17,-2.521
2003-04-21,0.069
2003-04-24,2.5155
2003-04-25,-2.521
2003-04-28,2.5862
2003-05-05,0.0
2003-05-07,-1.6806999999999999
2003-05-09,1.7094
2003-06-12,1.5228000000000002
2003-06-25,3.3333
