ticker,CYPW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,0.0
2000-01-06,-49.0909
2000-01-12,0.0
2000-01-18,42.8571
2000-01-20,0.0
2000-01-21,12.5
2000-01-24,-34.2222
2000-01-25,-15.5405
2000-01-26,0.0
2000-01-31,0.0
2000-02-02,12.0
2000-02-03,-28.5714
2000-02-04,25.0
2000-02-11,30.0
2000-02-14,-53.8462
2000-02-29,166.6667
2000-03-02,150.0
2000-03-03,-70.0
2000-03-06,0.0
2000-03-07,0.0
2000-03-08,0.0
2000-03-09,0.0
2000-03-10,0.0
2000-03-13,-16.6667
2000-03-14,-60.0
2000-03-16,200.0
2000-03-17,0.0
2000-03-21,-66.6667
2000-03-22,200.0
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,-66.6667
2000-03-29,200.0
2000-03-30,0.0
2000-03-31,-66.6667
2000-04-04,200.0
2000-04-06,-66.6667
2000-04-13,0.0
2000-05-05,200.0
2000-05-10,-52.0
2000-05-24,0.0
2000-05-30,0.0
2000-06-08,0.0
2000-07-03,11.1111
2000-07-14,0.0
2000-07-19,75.0
2000-07-24,-42.8571
2000-07-27,0.0
2000-08-15,-25.0
2000-08-17,66.6667
2000-09-01,-20.0
2000-09-05,25.0
2000-09-14,40.0
2000-09-15,-42.8571
2000-10-30,-25.0
2000-11-10,73.3333
2000-11-16,23.0769
2000-11-27,-53.125
2000-12-04,1129.1667
2000-12-05,-95.661
2000-12-20,25.0
2000-12-21,0.0
2000-12-26,0.0
2000-12-28,0.0
2001-01-04,0.0
2001-01-16,130.0
2001-01-17,0.0
2001-01-18,-45.6522
2001-01-19,20.0
2001-02-23,100.0
2001-02-26,0.0
2001-02-27,0.0
2001-02-28,0.0
2001-03-02,33.3333
2001-03-05,-25.0
2001-03-06,0.0
2001-03-07,0.0
2001-03-08,0.0
2001-03-09,0.0
2001-03-14,-16.6667
2001-03-16,0.0
2001-03-19,0.0
2001-03-22,12.0
2001-03-23,0.0
2001-03-26,0.0
2001-03-27,0.0
2001-03-28,0.0
2001-03-30,7.1429
2001-04-02,25.0
2001-04-03,0.0
2001-04-04,0.0
2001-04-05,-20.0
2001-04-06,0.0
2001-04-09,3.3333
2001-04-10,-9.6774
2001-04-12,10.7143
2001-04-19,-9.6774
2001-04-20,-3.5714
2001-04-23,12.963
2001-04-26,1.6393
2001-04-30,-12.9032
2001-05-01,11.1111
2001-05-07,-10.0
2001-05-11,11.1111
2001-05-23,10.0
