ticker,CDIX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-01-06,6.8571
2006-02-08,-14.4385
2006-02-22,-3.125
2006-03-08,25.8065
2006-10-06,7.6923
2006-10-10,0.0
2006-10-18,-0.9524
2006-10-25,-8.6538
2006-10-31,0.0
2006-11-02,-10.526299999999999
2006-11-06,-26.4706
2006-11-08,0.0
2006-11-09,24.0
2006-11-14,-35.4839
2006-11-17,-20.0
2006-11-27,25.0
2006-11-28,-15.0
2006-12-13,0.0
2006-12-14,0.0
2006-12-15,-23.5294
2006-12-20,-46.1538
2007-01-19,-14.2857
2007-01-23,0.0
2007-01-24,-33.3333
2007-02-02,0.0
2007-02-05,0.0
2007-02-12,0.0
2007-02-13,0.0
2007-02-15,-10.0
2007-02-16,-16.6667
2007-02-21,0.0
2007-02-22,33.3333
2007-02-23,0.0
2007-02-27,0.0
2007-03-06,-15.0
2007-03-07,17.647100000000002
2007-03-14,0.0
2007-03-15,-10.0
2007-03-19,-5.5556
2007-03-20,11.7647
2007-03-21,-10.526299999999999
2007-03-26,76.4706
2007-03-27,-16.6667
2007-03-28,0.0
2007-03-29,4.0
2007-03-30,15.3846
2007-04-04,0.0
2007-04-05,-16.6667
2007-04-09,20.0
2007-04-10,-16.6667
2007-04-11,-16.0
2007-04-13,42.8571
2007-04-16,-16.6667
2007-04-25,60.0
2007-04-26,-12.5
2007-05-01,-14.2857
2007-05-07,0.0
2007-05-21,-10.0
2007-05-29,66.6667
2007-06-12,22.2222
2007-06-13,0.0
2007-06-18,0.0
2007-06-26,-9.0909
2007-06-29,0.0
2007-07-05,40.0
2007-07-06,-7.1429
2007-07-11,-7.6923
2007-07-16,8.3333
2007-07-17,0.0
2007-07-18,0.0
2007-07-23,-7.6923
2007-07-24,8.3333
2007-07-26,-46.1538
2007-07-30,0.0
2007-07-31,22.8571
2007-08-01,-6.9767
2007-08-02,2.5
2007-08-08,31.7073
2007-08-13,-16.6667
2007-08-15,13.3333
2007-08-20,0.0
2007-08-21,-9.8039
2007-08-22,2.1739
2007-09-04,-17.0213
2007-09-06,-35.8974
2007-09-12,32.0
2007-09-26,0.0
2007-10-02,0.0
2007-10-03,-6.0606
2007-10-04,0.0
2007-10-05,0.0
2007-10-09,-29.0323
2007-10-11,36.3636
2007-10-16,16.6667
2007-10-19,-2.8571
2007-10-22,-20.5882
2007-10-23,-7.4074
2007-10-24,4.0
2007-10-31,0.0
2007-11-05,0.0
2007-11-06,-19.2308
2007-11-27,-42.8571
