ticker,CZNB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.4935
2000-01-11,1.3889
2000-01-14,6.5068
2000-01-18,0.3215
2000-01-25,0.0
2000-01-27,0.0
2000-02-04,0.0
2000-02-09,0.0
2000-02-14,0.0
2000-02-23,0.0
2000-03-01,0.0
2000-03-02,0.0
2000-03-20,0.0
2000-03-23,-0.641
2000-03-24,-0.9677
2000-04-18,-1.6287
2000-04-20,0.0
2000-04-25,-9.2715
2000-04-26,10.219
2000-04-27,0.0
2000-04-28,0.0
2000-05-02,-0.6623
2000-05-04,-4.0
2000-05-11,-1.3889
2000-05-15,0.0
2000-05-16,1.4085
2000-05-17,-2.0833
2000-05-24,-2.1277
2000-05-25,5.7971
2000-06-02,2.7397
2000-06-05,4.0
2000-06-07,0.0
2000-06-09,-12.8205
2000-06-21,17.647100000000002
2000-07-19,-25.0
2000-07-26,3.3333
2000-08-16,30.6452
2000-08-29,1.2346
2000-09-12,-17.0732
2000-09-14,11.7647
2000-09-26,-10.526299999999999
2000-10-09,-5.8824
2000-10-13,6.25
2000-10-17,5.8824
2000-10-20,-5.5556
2000-10-23,5.8824
2000-10-25,-5.5556
2000-11-14,0.0
2000-11-21,11.7647
2000-11-22,0.0
2000-12-01,-9.2105
2001-02-09,10.1449
2001-03-09,2.6316
2001-03-22,-7.6923
2001-03-23,5.5556
2001-04-06,2.6316
2001-04-10,0.0
2001-04-12,2.5641
2001-04-16,0.0
2001-04-20,-2.5
2001-05-22,15.3846
2001-06-11,0.0
2001-06-21,-26.3889
2001-06-22,7.5472
2001-06-25,26.3158
2001-07-06,0.0
2001-07-20,-11.1111
2001-08-03,12.5
2001-08-07,0.0
2001-08-22,0.0
2001-08-30,0.0
2001-09-21,-5.5556
2001-10-05,5.8824
2001-10-16,1.3889
2001-10-23,0.0
2001-11-09,0.0
2001-11-27,-1.3699
2001-11-29,-33.3333
2001-11-30,41.6667
2001-12-04,-2.9412000000000003
2001-12-12,-3.0303
2001-12-13,10.9375
2001-12-19,-4.2254
2001-12-26,-5.8824
2001-12-31,10.9375
2002-01-07,-26.7606
2002-01-10,26.9231
2002-01-11,-9.0909
2002-01-15,0.0
2002-01-16,0.0
2002-01-24,0.0
2002-01-25,10.0
2002-01-28,6.0606
2002-01-31,2.8571
2002-02-06,-25.0
2002-02-07,0.0
2002-02-15,0.0
2002-02-19,18.5185
2002-02-28,0.0
2002-03-20,6.25
2002-03-21,0.0
2002-03-25,0.0
2002-04-24,-2.9412000000000003
