ticker,CAPB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-12-13,-1.3333
2005-12-14,-2.7027
2005-12-15,-0.5556
2005-12-16,0.2235
2005-12-19,-0.223
2005-12-20,0.4469
2005-12-21,0.1112
2005-12-22,-0.5556
2005-12-23,0.838
2005-12-27,0.554
2005-12-28,-1.3774
2005-12-29,2.2346
2005-12-30,0.6044
2006-01-03,0.0
2006-01-04,3.7683999999999997
2006-01-05,7.8947
2006-01-06,-2.3902
2006-01-09,3.3483
2006-01-10,1.0638
2006-01-11,2.6316
2006-01-12,-1.6317
2006-01-13,1.4218
2006-01-17,-3.3832
2006-01-18,2.2441
2006-01-19,3.8316
2006-01-20,-3.0979
2006-01-23,-0.047
2006-01-24,-1.27
2006-01-27,-3.4302
2006-01-30,1.184
2006-01-31,-0.0488
2006-02-01,0.4878
2006-02-02,3.1553
2006-02-03,1.1764999999999999
2006-02-06,0.0
2006-02-07,-2.3256
2006-02-08,-0.4762
2006-02-09,2.823
2006-02-10,2.3731999999999998
2006-02-14,-7.4091000000000005
2006-02-15,5.4492
2006-02-17,-3.622
2006-02-21,3.8547000000000002
2006-02-28,0.0
2006-03-07,-5.1163
2006-03-09,2.6961
2006-03-13,-2.5776
2006-03-14,2.8907
2006-03-15,-0.2857
2006-03-16,0.2865
2006-03-21,0.4762
2006-03-28,-0.4739
2006-03-29,0.0
2006-03-30,2.3810000000000002
2006-03-31,-2.0
2006-04-03,2.7053000000000003
2006-04-04,-0.647
2006-04-06,-1.1628
2006-04-07,1.4118
2006-04-11,3.2019
2006-04-12,1.1691
2006-04-13,-1.1111
2006-04-17,-1.6629
2006-04-18,-0.0457
2006-04-19,0.0
2006-04-20,-0.5487
2006-04-21,-1.1494
2006-04-24,1.1628
2006-04-25,1.931
2006-04-27,0.3608
2006-05-01,-2.2472
2006-05-03,-2.2989
2006-05-04,-1.1764999999999999
2006-05-05,0.0
2006-05-08,-2.2857
2006-05-09,3.5575
2006-05-10,-0.2353
2006-05-11,2.5943
2006-05-12,-2.6667
2006-05-18,2.7397
2006-05-19,0.6897
2006-05-23,-1.8265
2006-05-24,0.7442
2006-05-25,-0.7387
2006-05-26,3.2558
2006-05-30,-0.6306
2006-05-31,4.1251
2006-06-01,-0.7836
2006-06-05,-0.8776
2006-06-06,-2.1691
2006-06-08,-0.4525
2006-06-09,0.0
2006-06-12,0.0
2006-06-13,-1.5909
2006-06-15,0.0924
2006-06-16,-1.9382000000000001
2006-06-19,1.1764999999999999
