ticker,CRMZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,9.375
2000-01-04,0.0
2000-01-07,-8.5714
2000-01-13,0.0
2000-01-14,14.0625
2000-01-19,0.0
2000-01-20,-17.8082
2000-01-31,6.6667
2000-02-02,12.5
2000-02-03,-11.1111
2000-02-04,15.625
2000-02-07,-10.8108
2000-02-08,9.0909
2000-02-11,13.8889
2000-02-14,43.9024
2000-02-15,-11.8644
2000-02-16,11.538499999999999
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,-10.3448
2000-02-23,-7.6923
2000-02-24,16.6667
2000-02-25,0.1429
2000-02-28,2.0863
2000-02-29,-1.31
2000-03-01,27.4336
2000-03-02,-5.5556
2000-03-03,5.8824
2000-03-06,13.8889
2000-03-07,0.0
2000-03-08,-1.8293
2000-03-09,1.8634
2000-03-10,-2.439
2000-03-13,7.5
2000-03-14,-8.1395
2000-03-15,-8.8608
2000-03-16,-15.2778
2000-03-20,1.6393
2000-03-21,0.0
2000-03-22,0.0
2000-03-24,16.129
2000-03-27,5.5556
2000-03-30,-18.4211
2000-03-31,20.9677
2000-04-04,-17.3333
2000-04-05,0.0
2000-04-06,3.2258
2000-04-07,0.0
2000-04-11,-6.25
2000-04-13,13.3333
2000-04-14,-5.8824
2000-04-17,-25.0
2000-04-18,0.0
2000-04-19,33.3333
2000-04-20,-1.5625
2000-04-25,-23.8095
2000-04-27,-8.3333
2000-04-28,-2.2727
2000-05-08,-11.6279
2000-05-12,-5.2632
2000-05-16,0.0
2000-05-17,5.5556
2000-05-19,-15.7895
2000-05-22,0.0
2000-05-23,25.0
2000-06-01,-37.5
2000-06-13,4.0
2000-06-20,-3.8462
2000-06-21,4.0
2000-06-27,-26.9231
2000-06-28,15.7895
2000-06-29,9.0909
2000-06-30,0.0
2000-07-03,37.5
2000-07-05,-9.0909
2000-07-11,0.0
2000-07-12,0.0
2000-07-13,0.0
2000-07-17,-20.0
2000-07-18,4.1667
2000-07-20,36.0
2000-07-27,-16.1765
2000-08-02,-12.2807
2000-08-08,-20.0
2000-09-05,40.0
2000-09-12,-28.5714
2000-09-20,0.0
2000-09-21,0.0
2000-09-25,0.0
2000-09-26,-17.5
2000-09-27,3.0303
2000-10-02,-11.7647
2000-10-04,0.0
2000-10-06,6.6667
2000-10-13,-25.0
2000-10-17,0.0
2000-10-18,16.6667
2000-10-24,14.2857
2000-11-10,3.125
2000-11-13,0.0
2000-11-27,-15.1515
2000-11-29,-14.2857
2000-11-30,1.3333
