ticker,STCC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-05-01,0.0
2013-05-02,-20.0
2013-05-03,5.0
2013-05-06,9.5238
2013-05-07,-12.6087
2013-05-08,4.4776
2013-05-13,9.5238
2013-05-16,-2.1739
2013-05-21,0.0
2013-05-23,-6.6667
2013-05-24,19.0476
2013-05-28,-9.0
2013-05-30,-3.2967
2013-05-31,22.7273
2013-06-03,0.0
2013-06-04,-3.7037
2013-06-06,0.0
2013-06-07,0.0
2013-06-12,0.0
2013-06-13,0.0
2013-06-14,0.0
2013-06-18,0.0
2013-06-20,0.0
2013-06-21,0.0
2013-06-27,-7.6923
2013-07-24,8.3333
2013-07-25,-11.538499999999999
2013-07-26,0.0
2013-07-29,0.0
2013-08-01,-4.3478
2013-08-06,9.0909
2013-08-08,0.0
2013-08-09,-4.1667
2013-08-20,8.6957
2013-08-30,-16.0
2013-09-09,38.0952
2013-09-10,-3.4483
2013-09-12,-3.5714
2013-09-13,-11.1111
2013-09-16,-4.1667
2013-09-19,0.0
2013-09-20,-2.1739
2013-09-23,4.4444
2013-09-24,-12.766
2013-09-25,7.3171
2013-09-26,-9.0909
2013-09-27,7.5
2013-09-30,-4.6512
2013-10-01,17.0732
2013-10-02,4.1667
2013-10-03,12.0
2013-10-04,-12.5
2013-10-07,-8.1633
2013-10-08,6.6667
2013-10-10,-6.25
2013-10-14,-6.6667
2013-10-15,-2.3810000000000002
2013-10-16,0.0
2013-10-17,2.439
2013-10-18,-19.0476
2013-10-21,5.8824
2013-10-22,-13.3333
2013-10-23,-3.8462
2013-10-25,6.6667
2013-10-28,0.0
2013-10-29,-6.25
2013-10-30,3.3333
2013-10-31,3.2258
2013-11-01,-12.5
2013-11-04,-14.2857
2013-11-05,25.0
2013-11-06,10.0
2013-11-08,-9.0909
2013-11-11,0.0
2013-11-12,0.0
2013-11-13,13.3333
2013-11-14,-5.8824
2013-11-15,3.125
2013-11-18,-9.0909
2013-11-19,0.0
2013-11-20,3.3333
2013-11-21,3.871
2013-11-22,0.0
2013-11-25,12.4224
2013-11-26,-3.3149
2013-11-27,-8.5714
2013-11-29,0.0
2013-12-02,0.0
2013-12-03,0.0
2013-12-04,0.0
2013-12-05,6.25
2013-12-06,-11.7647
2013-12-09,0.0
2013-12-10,0.0
2013-12-11,0.0
2013-12-12,-3.3333
2013-12-13,-1.7241
2013-12-16,-15.7895
2013-12-17,8.3333
2013-12-18,0.0
2013-12-19,0.0
2013-12-20,-7.6923
2013-12-23,-4.1667
