ticker,BHPA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-05-17,0.2451
2007-05-22,2.6895
2007-06-26,0.0
2007-06-28,0.4762
2007-07-26,-0.4739
2007-08-08,0.0
2007-08-13,0.0
2007-08-14,7.619
2007-08-16,-2.6549
2007-08-21,-4.5455
2007-08-27,-3.8095
2007-08-28,-0.9901
2007-09-04,-10.0
2007-09-12,0.0
2007-10-09,0.0
2007-10-18,-11.1111
2007-11-13,1.25
2007-12-19,-6.7901
2008-01-14,45.6954
2008-01-15,9.0909
2008-01-16,0.0
2008-01-17,-8.3333
2008-01-18,0.0
2008-01-24,-8.1818
2008-01-30,-10.8911
2008-02-04,0.0
2008-02-06,0.0
2008-02-14,11.1111
2008-03-11,10.0
2008-05-15,22.7273
2008-05-16,48.1481
2008-05-19,-10.0
2008-05-20,11.1111
2008-05-21,2.5
2008-05-22,0.0
2008-06-10,-19.5122
2008-06-20,0.0
2008-06-25,15.7576
2008-07-01,-5.7592
2008-07-17,-5.5556
2008-07-22,-35.2941
2008-07-28,0.0
2008-07-30,-8.1818
2008-08-05,2.9703
2008-08-06,0.0
2008-08-14,0.9615
2008-09-02,0.0
2008-09-03,2.8571
2008-09-04,1.8519
2008-09-05,-8.1818
2008-09-08,-5.9406
2008-09-09,-5.2632
2008-09-10,0.0
2008-09-11,1.1111
2008-09-12,-4.3956
2008-09-15,-2.2989
2008-09-16,-11.7647
2008-09-17,-8.0
2008-09-18,1.4493
2008-09-19,-14.2857
2008-09-22,8.3333
2008-09-23,-10.7692
2008-09-24,3.4483
2008-09-25,0.0
2008-09-26,-8.3333
2008-09-29,0.0
2008-09-30,0.0
2008-10-01,3.6364
2008-10-03,-1.7544
2008-10-06,-19.6429
2008-10-07,0.0
2008-10-08,-8.8889
2008-10-09,-14.6341
2008-10-10,5.7143
2008-10-13,18.9189
2008-10-14,0.0
2008-10-15,0.0
2008-10-16,-22.7273
2008-10-17,0.0
2008-10-20,17.647100000000002
2008-10-21,12.5
2008-10-22,-4.4444
2008-10-23,-2.3256
2008-10-24,0.0
2008-10-27,-4.7619
2008-10-28,-20.0
2008-10-30,-21.875
2008-10-31,0.0
2008-11-04,32.0
2008-11-05,0.0
2008-11-06,-18.1818
2008-11-07,29.6296
2008-11-11,-20.0
2008-11-12,-10.7143
2008-11-13,0.0
2008-11-14,0.0
2008-11-19,16.0
2008-11-20,-13.7931
2008-11-21,-16.0
2008-11-24,-4.7619
2008-11-25,0.0
2008-11-28,0.0
2008-12-01,-25.0
