ticker,JFWV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-12-26,0.0
2001-06-06,0.8475
2002-05-02,-19.3277
2002-05-28,-1.0417
2002-08-20,-1.0526
2002-08-23,-2.6596
2003-01-06,7.1038
2003-02-20,22.449
2003-02-21,2.5
2003-03-11,-21.1382
2003-04-23,23.7113
2003-04-28,-0.9167
2003-05-13,-17.5778
2003-05-19,15.3061
2003-06-27,-0.885
2003-08-27,1.0714
2003-12-05,9.5406
2004-02-17,-8.0645
2004-03-02,22.807
2004-03-09,0.0
2004-03-10,0.0
2004-03-19,-2.8571
2004-11-23,26.4706
2004-12-02,1.1628
2004-12-03,1.1494
2004-12-08,2.2727
2005-01-06,0.0
2005-01-31,-1.9444
2005-02-01,1.983
2005-02-22,-2.2222
2005-04-22,-3.4091
2005-05-25,3.5294
2005-05-26,4.5455
2005-06-03,-0.2717
2006-02-06,14.4414
2006-02-21,0.9524
2006-08-14,-0.9052
2006-09-07,5.7692
2006-09-19,1.8182
2006-09-20,2.6786
2006-09-25,4.3478
2006-09-27,-3.3333
2006-10-05,-0.8621
2006-10-06,0.0
2007-05-08,9.7454
2007-06-01,0.0
2007-06-19,-1.6
2007-07-31,2.5850999999999997
2007-10-05,4.0
2008-01-04,-5.7065
2008-04-11,-6.5459
2008-04-18,1.3216
2008-04-25,0.8696
2008-04-30,0.0862
2008-05-07,-0.9475
2008-05-20,1.7391
2008-06-02,-5.9829
2008-07-07,-1.6092
2008-07-09,12.1495
2008-07-11,-8.3333
2008-09-16,-5.4545
2008-09-17,-3.8462
2008-09-25,0.0
2008-10-03,0.01
2008-11-05,-0.01
2009-01-07,-1.2658
2009-01-27,-12.5641
2009-02-18,0.6452
2009-02-19,1.9814
2009-02-20,-1.8857
2009-02-24,1.9220000000000002
2009-02-26,-1.8857
2009-02-27,0.1165
2009-03-17,1.8034
2009-04-30,-0.2857
2009-05-01,0.2865
2009-05-04,-1.0857
2009-05-05,1.0976
2009-05-21,0.0
2009-09-24,-35.2601
2009-11-11,1.7856999999999998
2010-01-22,-15.873
2010-02-08,1.8868
2010-02-10,-0.2058
2010-03-09,-7.2165
2010-03-11,-2.2222
2010-04-06,0.0
2010-05-03,5.6818
2010-05-04,3.2258
2010-05-10,0.0
2010-07-19,-24.1053
2010-07-20,4.7157
2010-07-30,0.0
2010-08-24,11.2583
2010-09-17,0.0
2010-09-23,16.6667
2010-09-24,0.0
2010-10-25,12.2449
2010-11-03,-9.0909
2010-11-30,1.0101
