ticker,OPHI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-14,525.0
2000-02-17,-90.0
2000-03-02,-80.0
2000-03-06,4900.0
2000-03-28,-93.75
2000-03-29,0.0
2000-08-23,92.0
2000-08-24,66.6667
2000-09-11,-40.0
2000-10-10,0.0
2000-10-16,0.0
2000-11-06,0.0
2000-12-07,0.0
2000-12-12,0.0
2000-12-27,0.0
2001-02-26,16.6667
2001-03-27,1.4285999999999999
2001-03-30,0.0
2001-05-29,0.0
2001-07-05,12.6761
2001-07-13,0.0
2001-07-18,0.0
2001-07-25,0.0
2001-08-20,0.0
2001-08-23,-12.5
2001-08-29,-7.1429
2001-09-05,0.0
2001-09-17,0.0
2001-11-16,0.0
2001-11-29,0.0
2001-12-03,0.0
2001-12-07,0.0
2001-12-21,0.0
2001-12-24,-7.6923
2001-12-27,-16.6667
2001-12-28,0.0
2001-12-31,-20.0
2002-01-04,25.0
2002-01-08,-20.0
2002-01-14,0.0
2002-01-16,-25.0
2002-02-13,0.0
2002-03-12,33.3333
2002-03-27,-25.0
2002-04-01,0.0
2002-04-03,0.0
2002-08-05,0.0
2002-08-06,0.0
2002-08-22,0.0
2002-09-05,0.0
2002-10-14,0.0
2002-11-19,0.0
2002-11-27,0.0
2002-12-31,-33.3333
2003-01-30,0.0
2003-02-03,0.0
2003-02-20,0.0
2003-05-01,-50.0
2003-05-05,0.0
2003-05-15,0.0
2003-05-21,0.0
2003-07-01,0.0
2003-07-08,0.0
2003-07-21,0.0
2003-08-11,0.0
2003-08-28,200.0
2003-09-23,0.0
2003-09-24,0.0
2003-11-17,-33.3333
2003-11-26,0.0
2003-12-24,0.0
2003-12-31,0.0
2004-02-04,0.0
2004-03-26,0.0
2004-06-17,0.0
2004-08-19,0.0
2004-09-13,0.0
2004-11-09,0.0
2004-11-23,-50.0
2004-12-16,0.0
2004-12-31,-90.0
2005-03-07,0.0
2005-03-21,0.0
2005-05-13,0.0
2005-05-16,0.0
2005-06-10,0.0
2005-11-21,0.0
2006-01-03,0.0
2006-01-18,900.0
2006-02-16,-80.0
2006-03-01,0.0
2006-03-10,0.0
2007-02-06,2402.5
2007-03-08,-52.5475
2007-07-31,29.4737
2007-08-20,-43.0894
2007-08-28,130.8571
2007-09-11,0.0
2007-10-03,0.0
2007-10-04,-48.5149
2007-10-30,0.0
2007-12-28,236.5385
2008-01-15,-42.2857
2008-01-25,-48.5149
2008-03-04,0.0
2008-03-13,0.0
2008-04-22,0.0
2008-07-09,94.2308
