ticker,HLLXF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-14,125.0
2000-01-17,0.0
2000-02-16,117.7778
2000-02-29,-14.2857
2000-03-13,-1.1905000000000001
2000-03-14,8.4337
2000-03-27,-22.2222
2000-05-19,-57.1429
2000-08-10,41.6667
2000-08-14,-29.4118
2000-12-19,3.7037
2000-12-20,0.0
2000-12-27,3.5714
2001-01-10,17.2414
2001-01-11,0.0
2001-06-20,32.3529
2001-06-28,0.0
2001-07-06,-15.5556
2001-10-01,-24.7368
2001-10-10,8.3916
2001-12-14,-32.2581
2001-12-27,-9.5238
2002-01-14,10.526299999999999
2002-01-16,14.2857
2002-01-30,-18.8021
2002-06-11,7.7614
2002-06-18,14.2857
2002-06-19,-4.1667
2002-07-05,8.6957
2002-07-09,-8.0
2002-08-01,-47.8261
2002-11-20,-58.3333
2002-12-30,20.0
2003-03-14,58.3333
2003-05-01,78.9474
2003-05-20,17.647100000000002
2003-07-09,-19.5
2003-08-20,-19.2547
2003-08-21,-0.7692
2003-08-26,0.7752
2003-09-10,-9.3269
2003-09-26,18.7699
2003-10-22,-7.1429
2003-12-31,23.0769
2004-02-20,25.0
2004-05-25,0.0
2004-07-23,-20.0
2004-08-24,-31.25
2004-09-07,18.1818
2004-12-17,65.3846
2005-02-23,-48.8372
2005-04-15,22.7273
2005-04-29,6.6667
2005-05-24,-9.7222
2005-07-21,16.1538
2005-09-23,-7.2848
2006-03-09,57.1429
2006-04-24,20.9091
2006-06-07,-21.0526
2006-06-27,-9.5238
2006-06-28,-10.526299999999999
2006-07-12,0.0
2006-10-11,-22.8309
2007-01-18,33.3969
2007-02-01,58.1786
2007-02-05,4.2899
2007-02-08,-1.8401999999999998
2007-02-15,17.1592
2007-02-27,15.4179
2007-02-28,-4.1266
2007-04-10,-6.0905
2007-04-17,16.5217
2007-06-01,-12.2357
2007-08-15,-9.1585
2007-08-23,7.5858
2007-08-24,3.5345
2007-08-31,5.8824
2007-09-04,2.166
2007-09-07,32.1573
2007-09-10,8.8048
2007-09-11,-2.6449
2007-09-12,2.7514
2007-09-13,10.7673
2007-09-14,4.9873
2007-09-17,-6.7531
2007-09-18,-3.7145
2007-09-19,8.1034
2007-09-20,4.4657
2007-09-21,0.0
2007-09-24,8.3969
2007-09-25,-2.4912
2007-09-26,-2.8618
2007-09-27,-8.6803
2007-09-28,18.4002
2007-10-01,-3.5929
2007-10-02,-0.1427
2007-10-03,-7.6696
2007-10-04,-0.5899
2007-10-05,7.8016
