ticker,ZONX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-10.0
2000-01-04,0.0
2000-01-07,0.0
2000-01-12,22.2222
2000-01-13,-27.2727
2000-01-18,0.0
2000-01-19,25.0
2000-01-24,-20.0
2000-01-26,50.0
2000-01-27,-16.6667
2000-01-28,0.0
2000-02-07,-20.0
2000-02-08,8.0
2000-02-09,-7.4074
2000-02-14,-12.0
2000-02-15,0.0
2000-02-16,13.6364
2000-02-22,0.0
2000-03-02,-25.2
2000-03-03,83.8235
2000-03-09,-45.4545
2000-03-17,17.3333
2000-03-21,9.0909
2000-03-22,-4.1667
2000-03-23,-43.4783
2000-03-27,0.0
2000-04-17,-3.8462
2000-04-28,4.0
2000-05-03,0.0
2000-07-07,0.0
2000-07-19,-99.2308
2000-08-23,24900.0
2000-09-21,-99.6
2000-09-25,900.0
2000-10-06,0.0
2000-10-11,500.0
2000-10-18,-83.3333
2000-10-25,200.0
2000-11-30,-66.6667
2000-12-06,0.0
2000-12-08,0.0
2000-12-26,0.0
2000-12-27,-90.0
2001-06-25,-87.5
2001-08-01,39900.0
2001-08-10,200.0
2001-08-13,13.3333
2001-08-14,194.1176
2001-08-15,-60.0
2001-08-20,0.0
2001-09-10,-85.0
2001-10-03,733.3333
2001-10-05,-80.0
2001-10-18,0.0
2001-10-23,100.0
2001-10-25,-90.0
2001-10-26,900.0
2001-11-05,40.0
2001-11-07,28.5714
2001-11-08,38.8889
2001-11-12,80.0
2001-11-13,11.1111
2001-11-14,-60.0
2001-11-20,50.0
2001-11-21,83.3333
2001-11-23,-27.2727
2001-12-05,-25.0
2001-12-10,16.6667
2001-12-14,14.2857
2001-12-17,-25.0
2001-12-21,16.6667
2001-12-27,0.0
2002-01-04,0.0
2002-01-07,0.0
2002-01-14,-42.8571
2002-01-15,-25.0
2002-01-18,66.6667
2002-01-22,0.0
2002-01-24,0.0
2002-01-31,-96.0
2002-02-01,2400.0
2002-02-04,-20.0
2002-02-06,-80.0
2002-02-07,-75.0
2002-02-08,900.0
2002-02-11,-50.0
2002-02-12,300.0
2002-02-13,0.0
2002-02-15,0.0
2002-02-25,0.0
2002-02-27,0.0
2002-02-28,0.0
2002-03-04,0.0
2002-03-05,0.0
2002-03-11,-50.0
2002-03-18,50.0
2002-03-22,0.0
2002-03-25,6.6667
2002-03-26,0.0
2002-04-03,25.0
2002-04-04,-20.0
2002-04-08,12.5
2002-04-09,-30.5556
2002-04-10,-4.0
2002-04-19,0.0
2002-04-25,8.3333
