ticker,TVER US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-08-19,66.6667
2005-09-14,50.0
2005-09-15,0.0
2005-09-16,33.3333
2005-09-28,25.0
2005-10-06,0.0
2005-10-11,4.0
2005-10-12,0.0
2005-10-26,30.7692
2005-11-03,2.9412000000000003
2005-11-08,-14.2857
2005-11-10,46.6667
2005-11-16,36.3636
2005-11-17,-3.3333
2005-11-28,17.2414
2005-12-05,-33.8235
2005-12-06,11.1111
2005-12-07,28.0
2005-12-08,25.0
2005-12-14,-15.0
2005-12-15,14.7059
2005-12-16,43.5897
2005-12-29,-10.7143
2006-01-03,20.0
2006-01-04,-16.6667
2006-01-05,-20.0
2006-01-10,-15.0
2006-01-11,47.0588
2006-01-12,0.0
2006-01-13,0.0
2006-01-23,-4.0
2006-01-25,4.1667
2006-01-26,-4.0
2006-01-27,62.5
2006-01-30,-30.7692
2006-01-31,-7.4074
2006-02-01,-4.0
2006-02-02,4.1667
2006-02-03,0.0
2006-02-06,20.0
2006-02-07,-6.6667
2006-02-08,7.1429
2006-02-09,0.0
2006-02-13,-6.6667
2006-02-15,7.1429
2006-02-16,0.0
2006-02-17,-3.3333
2006-02-21,0.0
2006-02-22,3.4483
2006-02-23,10.0
2006-02-24,9.0909
2006-02-27,-8.3333
2006-02-28,-12.1212
2006-03-01,3.4483
2006-03-03,10.0
2006-03-06,-9.0909
2006-03-07,-10.0
2006-03-08,25.9259
2006-03-09,-8.8235
2006-03-10,0.0
2006-03-13,-3.2258
2006-03-14,0.0
2006-03-15,6.6667
2006-03-17,-6.25
2006-03-20,60.0
2006-03-21,2.0833
2006-03-22,6.1224
2006-03-23,-7.6923
2006-03-24,2.0833
2006-03-27,-8.1633
2006-03-28,0.0
2006-03-29,-20.0
2006-03-30,11.1111
2006-03-31,2.5
2006-04-03,4.878
2006-04-04,0.0
2006-04-05,-4.6512
2006-04-06,4.878
2006-04-07,-6.9767
2006-04-10,10.0
2006-04-11,-9.0909
2006-04-13,2.5
2006-04-17,-6.0976
2006-04-18,3.8961
2006-04-19,-5.0
2006-04-25,-2.6316
2006-04-26,8.1081
2006-04-27,-17.5
2006-05-01,21.2121
2006-05-02,-12.5
2006-05-03,5.7143
2006-05-04,-5.4054
2006-05-08,5.7143
2006-05-09,5.4054
2006-05-10,-2.5641
2006-05-11,1.3158
2006-05-12,-1.2987
2006-05-15,-15.7895
2006-05-16,0.0
2006-05-17,3.125
2006-05-18,-3.0303
2006-05-19,0.0
2006-05-23,18.75
