ticker,FREVS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-12,0.0
2000-02-09,-2.1226
2000-02-23,-1.6867
2000-03-08,2.0
2000-03-09,-0.7542
2000-03-21,4.7113
2000-04-10,4.2453
2000-04-24,-4.0724
2000-05-16,-5.6604
2000-06-06,0.0
2000-06-08,2.0408
2000-06-12,-2.0
2000-06-21,1.0204
2000-06-23,1.0101
2000-06-29,-2.0
2000-07-03,4.0816
2000-07-07,-3.9215999999999998
2000-07-10,2.0408
2000-07-21,0.0
2000-07-24,0.0
2000-07-28,0.0
2000-08-01,0.0
2000-08-03,4.0
2000-08-17,0.0
2000-08-18,1.9231
2000-08-30,11.3208
2000-09-06,0.0
2000-09-07,0.0
2000-09-27,3.4483
2000-10-06,2.5
2000-10-23,0.0
2000-11-02,-1.626
2000-11-29,12.0661
2000-12-22,19.084
2000-12-29,-10.2564
2001-01-03,0.0
2001-01-10,0.0
2001-01-23,0.0
2001-02-06,-1.4285999999999999
2001-02-07,2.8986
2001-02-28,-2.5352
2001-03-07,-2.9412000000000003
2001-03-12,-3.0303
2001-03-22,6.25
2001-04-27,-2.9412000000000003
2001-05-24,1.5152
2001-05-30,16.4179
2001-07-09,-6.25
2001-08-07,-11.1111
2001-08-08,9.375
2001-08-21,8.5714
2001-09-26,-17.1123
2001-09-27,6.4516
2001-09-28,0.0
2001-10-01,0.0
2001-11-26,21.2121
2001-11-27,-5.0
2001-12-06,7.9914
2001-12-07,5.0
2001-12-10,-9.5238
2001-12-11,5.2632
2001-12-28,5.0
2001-12-31,-4.7619
2002-01-07,0.0
2002-01-08,5.0
2002-01-09,0.0
2002-01-29,0.0
2002-01-30,14.2857
2002-02-04,-10.4167
2002-02-08,6.9767
2002-02-13,0.0
2002-02-21,-4.3478
2002-02-27,-5.4545
2002-03-06,12.1951
2002-03-19,2.1739
2002-03-27,-2.1277
2002-03-28,0.0
2002-04-08,0.0
2002-04-12,-4.3478
2002-04-15,4.5455
2002-04-16,-6.5217
2002-04-17,4.6512
2002-04-18,0.0
2002-04-22,-2.2222
2002-04-25,0.0
2002-05-16,-2.2727
2002-05-17,2.3256
2002-05-29,0.0
2002-05-31,1.3825
2002-06-04,0.0
2002-06-11,0.0
2002-06-12,0.0
2002-06-19,-3.6364
2002-06-25,3.7736
2002-06-27,-1.1364
2002-06-28,0.0
2002-07-19,0.0
2002-07-24,-2.2989
2002-07-29,0.0
2002-07-31,-1.1764999999999999
2002-08-14,0.4762
2002-08-16,0.7109
