ticker,QSPW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-06-10,38700.0
2008-06-11,7.2165
2008-06-12,0.9615
2008-06-13,-0.381
2008-06-16,0.3824
2008-06-17,5.7143
2008-06-18,-3.2432
2008-06-20,3.352
2008-06-23,-3.6036
2008-06-26,1.8692
2008-06-27,-0.5505
2008-06-30,0.5535
2008-07-02,3.6696999999999997
2008-07-07,-2.6549
2008-07-08,3.6364
2008-07-09,-0.8772
2008-07-17,0.0
2008-07-30,-0.885
2008-08-04,0.0
2008-08-12,-2.6786
2008-08-20,3.6696999999999997
2008-08-29,-3.5398
2008-09-22,0.0
2008-09-26,0.0
2008-10-10,-58.7156
2008-10-20,-33.3333
2008-10-23,-32.6667
2008-10-28,0.0
2008-10-31,-45.5446
2008-11-18,354.5455
2009-03-18,-20.0
2009-04-16,0.0
2009-04-27,0.0
2009-05-22,-49.5
2009-05-26,-49.505
2009-07-31,0.0
2009-08-28,0.0
2009-10-29,331.3725
2009-11-02,-0.4545
2010-01-12,0.0
2010-01-25,14.1553
2010-01-26,0.0
2010-01-27,0.0
2010-02-17,-10.0
2010-03-03,0.0
2010-03-04,0.0
2010-03-15,-11.1111
2010-03-16,0.0
2010-04-01,0.0
2010-04-15,25.0
2010-04-16,-0.4
2010-04-22,0.4016
2010-05-10,-10.0
2010-05-17,11.1111
2010-05-19,0.0
2010-07-30,0.0
2010-08-03,-10.0
2010-08-25,0.0
2010-08-30,-22.2222
2010-08-31,0.0
2010-09-02,0.5714
2010-09-03,13.6364
2010-09-08,0.0
2010-10-18,12.0
2010-10-22,0.4464
2011-01-06,-11.1111
2011-01-19,-2.5
2011-01-20,2.5641
2011-01-21,-25.0
2011-01-27,33.3333
2011-01-28,0.0
2011-01-31,0.0
2011-02-01,5.0
2011-02-02,11.9048
2011-02-03,0.0
2011-02-04,0.0
2011-02-07,0.0
2011-02-08,0.0
2011-02-09,0.0
2011-02-10,-3.8298
2011-02-11,0.0
2011-02-14,3.9823
2011-02-15,0.0
2011-02-16,-3.8298
2011-02-17,0.0
2011-02-22,-11.5044
2011-03-04,-0.5
2011-03-30,-24.6231
2011-04-05,-16.6667
2011-04-06,-12.0
2011-04-07,13.6364
2011-04-08,0.0
2011-04-11,0.0
2011-04-13,0.0
2011-04-14,0.0
2011-04-15,-12.0
2011-04-18,0.0
2011-04-20,9.0909
2011-04-26,-9.1667
2011-04-27,0.0
2011-05-03,0.9174
2011-05-04,0.0
2011-05-05,0.0
2011-05-09,-0.9091
