ticker,LWLG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-08,166.6667
2000-02-11,0.0
2000-03-10,-75.0
2001-05-08,0.0
2003-02-13,0.0
2004-02-11,0.0
2004-07-15,500.0
2004-07-16,70.0
2004-07-19,-11.7647
2004-07-20,20.0
2004-07-21,-18.5185
2004-07-23,-9.0909
2004-07-27,-6.0
2004-07-28,-41.4894
2004-07-29,45.4545
2004-07-30,15.625
2004-08-02,-32.4324
2004-08-03,16.0
2004-08-04,3.4483
2004-08-05,-4.6667
2004-08-06,4.8951
2004-08-09,-3.3333
2004-08-11,3.4483
2004-08-16,0.0
2004-08-17,0.0
2004-08-18,-25.3333
2004-08-20,7.1429
2004-08-24,-8.3333
2004-08-26,-4.5455
2004-08-27,14.2857
2004-08-30,16.6667
2004-08-31,-14.2857
2004-09-03,4.1667
2004-09-07,-8.0
2004-09-09,-8.6957
2004-09-10,19.0476
2004-09-14,15.2
2004-09-15,-12.5
2004-09-20,-4.7619
2004-09-21,0.0
2004-09-22,0.0
2004-09-24,0.0
2004-09-27,-6.6667
2004-09-28,-10.7143
2004-09-29,4.0
2004-10-01,0.0
2004-10-06,-2.8846
2004-10-07,0.0
2004-10-13,-25.7426
2004-10-20,34.6667
2004-10-21,-15.8416
2004-10-27,-11.7647
2004-11-12,33.3333
2004-11-15,6.0
2004-11-16,-0.9434
2004-11-17,0.9524
2004-11-18,27.3585
2004-11-19,0.0
2004-11-22,-18.5185
2004-11-26,-4.5455
2004-11-29,19.0476
2004-11-30,4.0
2004-12-01,-5.3846
2004-12-02,-2.439
2004-12-03,0.0
2004-12-06,4.1667
2004-12-07,4.0
2004-12-09,-3.8462
2004-12-14,-8.0
2004-12-15,7.8261
2004-12-17,-9.6774
2004-12-20,0.0
2004-12-22,2.6786
2004-12-23,0.0
2004-12-27,0.0
2004-12-29,4.3478
2004-12-30,0.0
2004-12-31,4.1667
2005-01-03,0.0
2005-01-04,0.0
2005-01-14,-20.0
2005-01-20,0.0
2005-01-25,-25.0
2005-01-27,4.0
2005-01-28,0.0
2005-02-01,0.0
2005-02-03,-3.8462
2005-02-04,-8.0
2005-02-07,5.7971
2005-02-08,-8.2192
2005-02-09,0.0
2005-02-10,11.9403
2005-02-16,34.6667
2005-02-17,0.0
2005-02-18,13.8614
2005-02-22,-4.3478
2005-03-03,0.0
2005-03-07,0.0
2005-03-08,-45.4545
2005-03-09,81.6667
2005-03-16,10.0917
2005-03-17,37.5
2005-03-18,9.0909
2005-03-21,0.0
