ticker,PLFF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-05-12,-28.0
2005-05-13,5.5556
2005-06-07,-26.3158
2005-06-08,-7.1429
2005-06-13,53.8462
2005-06-16,0.0
2005-06-17,-5.0
2005-08-22,0.0
2005-08-31,21.0526
2005-09-01,-21.7391
2005-09-12,66.6667
2005-10-04,-23.3333
2005-10-12,8.6957
2005-10-13,0.0
2005-10-25,-24.0
2005-11-15,-42.1053
2006-01-04,109.0909
2006-01-27,0.0
2006-01-30,21.7391
2006-02-17,0.0
2006-05-03,0.0
2006-05-04,7.1429
2006-11-21,73.3333
2006-12-07,0.0
2006-12-08,-9.6154
2006-12-11,0.0
2006-12-12,-25.5319
2007-02-15,-14.2857
2007-03-12,0.0
2007-06-12,0.0
2007-07-13,-33.3333
2007-12-17,-93.3333
2007-12-19,4275.0
2007-12-24,14.2857
2007-12-26,0.0
2007-12-31,-5.0
2008-01-03,-21.0526
2008-01-08,21.3333
2008-01-15,-17.5824
2008-01-17,-30.0
2008-01-28,19.0476
2008-02-22,40.0
2008-06-27,-11.4286
2009-01-14,-63.2258
2009-04-03,329.8246
2009-04-22,-18.3673
2009-09-25,0.0
2009-10-14,0.0
2009-12-22,0.0
2010-09-09,50.0
2010-09-21,-10.6667
2010-09-28,-99.8134
2010-09-30,21900.0
2010-10-06,-9.0909
2011-03-01,-94.95
2011-03-02,41.0891
2011-03-23,5.2632
2011-03-24,0.0
2011-03-31,0.0
2011-04-04,0.0
2011-04-06,-14.3333
2011-04-08,16.7315
2011-04-13,0.0
2011-04-14,0.0
2011-05-02,-30.0
2011-05-03,-28.5714
2011-05-05,4.0
2011-05-06,-5.1282
2011-05-09,-31.0811
2011-05-10,-29.4118
2011-05-19,-2.7778
2011-05-25,114.2857
2011-05-27,-69.3333
2011-05-31,65.2174
2011-06-07,-31.5789
2011-06-30,96.1538
2011-07-25,-68.6275
2011-07-27,37.5
2011-07-28,-4.5455
2011-07-29,0.0
2011-08-01,19.0476
2011-08-08,0.0
2011-08-09,-56.0
2011-08-10,127.2727
2011-08-18,0.0
2011-08-29,-4.0
2011-08-31,-2.0833
2011-09-27,-19.1489
2011-09-28,-47.3684
2011-09-30,50.0
2011-10-10,-33.3333
2011-10-28,0.0
2011-10-31,50.0
2011-12-30,-13.3333
2012-02-23,53.8462
2012-02-24,50.0
2012-02-27,33.3333
2012-02-28,50.0
2012-02-29,40.0
2012-03-01,0.0
2012-03-14,20.2381
2012-03-16,12.8713
2012-03-19,33.3333
