ticker,PCYS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-04-08,0.0
2008-04-09,-50.0
2008-04-14,-80.0
2008-04-16,150.0
2008-04-17,60.0
2008-04-18,0.0
2008-04-21,0.0
2008-04-22,-12.5
2008-04-23,8.5714
2008-04-24,-7.8947
2008-04-25,-14.2857
2008-04-28,0.0
2008-04-30,-16.6667
2008-05-01,-20.0
2008-05-05,0.0
2008-05-06,0.0
2008-05-07,0.0
2008-05-08,0.0
2008-05-09,25.0
2008-05-12,-40.0
2008-05-13,0.0
2008-05-14,0.0
2008-05-15,0.0
2008-05-16,0.0
2008-05-23,0.0
2008-05-28,0.0
2008-05-29,-33.3333
2008-05-30,20.0
2008-06-02,-16.6667
2008-06-03,45.0
2008-06-04,-3.4483
2008-06-06,7.1429
2008-06-09,-33.3333
2008-06-11,0.0
2008-06-13,0.0
2008-06-17,30.0
2008-06-18,0.0
2008-06-19,0.0
2008-06-20,0.0
2008-06-26,15.3846
2008-07-02,33.3333
2008-07-07,50.0
2008-07-09,0.0
2008-07-10,0.0
2008-07-11,16.6667
2008-07-14,-14.2857
2008-07-15,0.0
2008-07-16,-43.3333
2008-07-24,17.647100000000002
2008-07-28,0.0
2008-07-29,25.0
2008-07-30,-20.0
2008-07-31,0.0
2008-08-05,25.0
2008-08-13,-20.0
2008-08-18,0.0
2008-08-19,0.0
2008-08-22,0.0
2008-08-25,0.0
2008-08-26,0.0
2008-08-27,0.0
2008-08-28,0.0
2008-08-29,0.0
2008-09-02,0.0
2008-09-04,0.0
2008-09-09,25.0
2008-09-10,20.0
2008-09-11,0.0
2008-09-12,0.0
2008-09-15,0.0
2008-09-19,0.0
2008-09-22,26.6667
2008-09-24,-21.0526
2008-09-26,33.3333
2008-09-30,0.0
2008-10-02,25.0
2008-10-03,-40.0
2008-10-06,0.0
2008-10-08,0.0
2008-10-09,0.0
2008-10-10,0.0
2008-10-13,0.0
2008-10-14,33.3333
2008-10-17,-25.0
2008-10-21,33.3333
2008-10-24,-25.0
2008-10-29,0.0
2008-10-30,0.0
2008-11-05,0.0
2008-11-14,0.0
2008-11-17,0.0
2008-11-19,-33.3333
2008-11-21,-50.0
2008-11-24,-50.0
2008-11-25,400.0
2008-11-26,-60.0
2008-11-28,0.0
2008-12-09,50.0
2008-12-10,0.0
2008-12-11,0.0
2008-12-15,0.0
2008-12-16,0.0
2008-12-17,33.3333
2008-12-19,0.0
2008-12-23,0.0
2008-12-24,-25.0
2008-12-26,0.0
2008-12-29,0.0
