ticker,CWBK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-01-11,-4.5455
2002-01-14,0.0
2002-01-24,4.7619
2002-02-01,2.2727
2002-02-06,-2.2222
2002-02-22,0.0
2002-03-05,-3.6364
2002-03-15,5.1887
2002-04-25,7.6233
2002-04-29,0.0
2002-04-30,0.0
2002-05-13,-4.1667
2002-05-17,0.0
2002-06-05,2.1739
2002-06-10,-2.1277
2002-06-13,0.0
2002-06-17,0.0
2002-06-24,4.3478
2002-06-25,8.3333
2002-06-26,-7.6923
2002-06-27,4.1667
2002-07-01,0.0
2002-07-03,-2.0
2002-07-09,0.0
2002-07-10,0.0
2002-07-11,0.0
2002-07-12,0.0
2002-07-19,3.2653
2002-07-24,-0.3953
2002-07-25,-2.7778
2002-07-31,0.0
2002-08-07,0.0
2002-08-08,2.0408
2002-08-09,0.0
2002-08-20,2.8
2002-08-21,1.1673
2002-08-23,7.6923
2002-08-30,-10.7143
2002-09-04,4.0
2002-09-12,7.6923
2002-09-18,-4.6429
2002-09-23,-2.6217
2002-09-26,0.0
2002-09-30,5.7692
2002-10-15,0.0
2002-10-28,-1.0909
2002-10-30,1.4706000000000001
2002-11-06,-1.087
2002-11-08,4.3956
2002-11-26,-8.7018
2002-11-27,3.7663
2002-12-04,-2.5926
2002-12-05,2.6616
2002-12-06,0.7407
2002-12-09,-2.5735
2002-12-16,-1.5093999999999999
2002-12-17,1.5326
2002-12-18,3.7736
2002-12-24,0.0
2003-01-27,-4.7273
2003-01-28,0.0
2003-02-11,-3.0534
2003-02-13,0.0
2003-02-25,3.1496
2003-03-12,-3.0534
2003-04-03,-1.5748
2003-04-04,0.0
2003-04-09,-4.0
2003-04-10,0.0
2003-04-11,0.0
2003-04-14,4.1667
2003-04-16,-4.0
2003-04-17,-0.4167
2003-04-21,4.6025
2003-04-22,-4.0
2003-04-23,0.0
2003-04-28,2.0833
2003-04-29,0.0
2003-05-02,2.0408
2003-05-05,0.0
2003-05-12,-1.6
2003-05-13,-1.626
2003-05-15,0.8264
2003-05-16,0.4098
2003-05-20,0.0
2003-05-23,-1.2245
2003-05-27,-0.8264
2003-05-30,4.1667
2003-06-02,-3.2
2003-06-05,0.0
2003-06-10,5.7851
2003-06-11,1.5625
2003-06-25,-3.0769
2003-07-01,11.1111
2003-07-10,-10.7143
2003-07-16,-1.6
2003-07-17,1.626
2003-07-18,-0.8
2003-07-21,0.8065
2003-07-22,-2.8
2003-07-24,0.823
2003-07-29,-0.4082
2003-07-30,2.459
