ticker,AIVN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-18,50.0
2000-01-19,-33.3333
2000-01-20,50.0
2000-01-21,-26.6667
2000-01-25,63.6364
2000-02-03,11.1111
2000-02-17,0.0
2000-02-22,0.0
2000-02-23,-25.0
2000-03-06,-16.6667
2000-03-13,400.0
2000-03-15,-80.0
2000-03-17,300.0
2000-04-17,-75.0
2000-04-18,0.0
2000-04-19,20.0
2000-04-24,25.0
2000-05-02,-33.3333
2000-05-05,-20.0
2000-05-23,0.0
2000-06-08,25.0
2000-06-09,-20.0
2000-06-12,-30.0
2000-06-23,0.0
2000-06-26,142.8571
2000-06-27,10.2941
2000-06-29,-25.3333
2000-06-30,33.9286
2000-07-10,-14.6667
2000-07-13,12.5
2000-07-18,-27.7778
2000-07-21,0.0
2000-08-04,44.2308
2000-08-08,-9.8667
2000-08-10,-23.0769
2000-08-11,44.2308
2000-08-18,0.0
2000-08-21,-9.3333
2000-08-24,10.2941
2000-08-28,-9.8667
2000-08-31,-2.3669000000000002
2000-09-08,13.6364
2000-09-25,-20.0
2000-10-18,-26.6667
2000-10-19,9.0909
2000-10-20,-16.6667
2000-10-23,10.0
2000-10-27,70.4545
2000-11-02,-33.3333
2000-11-10,20.0
2000-11-13,-16.6667
2000-11-15,12.0
2000-11-16,14.2857
2000-11-17,0.0
2000-11-22,-2.3438
2000-12-08,-16.8
2000-12-14,0.0
2000-12-15,0.0
2000-12-20,15.3846
2000-12-21,4.1667
2000-12-28,21.6
2001-01-05,-21.0526
2001-01-10,0.0
2001-01-11,-6.6667
2001-01-12,21.4286
2001-01-16,0.0
2001-01-18,0.0
2001-01-25,-17.647100000000002
2001-01-29,7.1429
2001-01-30,6.6667
2001-02-14,-2.3438
2001-02-20,2.4
2001-02-22,-21.875
2001-02-23,75.0
2001-02-26,-14.2857
2001-02-27,16.6667
2001-02-28,14.2857
2001-03-01,0.0
2001-03-02,-20.0
2001-03-07,25.0
2001-03-13,0.0
2001-03-14,-12.5
2001-03-15,0.0
2001-03-16,2.1714
2001-03-20,-14.9888
2001-03-23,31.5789
2001-04-11,-40.0
2001-04-18,33.3333
2001-04-26,-15.0
2001-04-30,29.4118
2001-05-01,0.0
2001-05-02,4.5455
2001-05-03,-21.7391
2001-05-21,38.8889
2001-05-23,-32.0
2001-05-25,47.0588
2001-05-30,-40.0
2001-06-12,0.0
2001-06-13,0.0
2001-06-20,0.0
2001-06-27,-26.6667
2001-07-16,0.0
2001-07-20,-9.0909
