ticker,RCAR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.8095
2000-01-05,33.6634
2000-01-06,6.6667
2000-01-07,0.0
2000-01-10,4.1667
2000-01-11,-3.3333
2000-01-12,6.8966
2000-01-13,4.8387
2000-01-14,10.7692
2000-01-18,-13.8889
2000-01-19,0.0
2000-01-20,4.8387
2000-01-21,-4.6154
2000-01-24,5.1613
2000-01-25,-4.908
2000-01-26,3.2258
2000-01-28,0.0
2000-01-31,-6.25
2000-02-04,0.6667
2000-02-07,-0.6623
2000-02-08,0.0
2000-02-09,0.3333
2000-02-11,-0.3322
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,0.0
2000-02-17,3.3333
2000-02-18,-3.2258
2000-02-22,0.0
2000-02-23,-3.3333
2000-02-24,-3.4483
2000-02-28,0.0
2000-03-01,0.0
2000-03-02,5.0
2000-03-06,-11.5646
2000-03-07,-15.3846
2000-03-09,0.0
2000-03-10,0.0
2000-03-13,18.1818
2000-03-14,-22.3077
2000-03-15,0.0
2000-03-16,23.7624
2000-03-17,0.0
2000-03-20,-10.0
2000-03-22,-11.1111
2000-03-23,-10.0
2000-03-27,-2.7778
2000-03-28,2.8571
2000-03-29,-22.2222
2000-03-30,28.5714
2000-04-03,-5.5556
2000-04-06,5.8824
2000-04-07,0.0
2000-04-10,-19.4444
2000-04-11,-13.1034
2000-04-12,-19.0476
2000-04-13,19.6078
2000-04-14,1.6393
2000-04-17,4.8387
2000-04-18,43.0769
2000-04-20,-22.5806
2000-04-24,0.0
2000-04-25,0.0
2000-04-26,-29.1667
2000-04-27,1.9607999999999999
2000-05-04,5.7692
2000-05-08,0.0
2000-05-11,0.0
2000-05-17,0.0
2000-05-19,3.6364
2000-05-22,0.0
2000-05-23,0.0
2000-05-24,-8.7719
2000-05-26,7.6923
2000-05-31,-7.1429
2000-06-13,0.0
2000-06-15,5.7692
2000-06-20,0.0
2000-06-21,23.6364
2000-06-26,-11.7647
2000-06-27,0.0
2000-07-05,-13.3333
2000-07-07,34.6154
2000-07-17,-1.7856999999999998
2000-07-20,1.8182
2000-07-21,-14.2857
2000-07-24,0.0
2000-07-26,0.0
2000-07-27,0.0
2000-08-08,94.1667
2000-08-09,-31.3305
2000-08-10,0.0
2000-08-22,17.5
2000-08-29,46.2766
2000-08-30,4.5455
2000-08-31,-21.7391
2000-09-01,0.0
2000-09-06,0.0
2000-09-12,0.0
2000-09-14,0.0
2000-09-15,0.0
2000-09-18,0.0
2000-09-19,-5.5556
