ticker,PCLI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-07-26,3.5088
2004-07-27,13.5593
2004-07-28,-9.5522
2004-07-29,5.6106
2004-07-30,-6.25
2004-08-03,6.6667
2004-08-04,1.5625
2004-08-05,1.5385
2004-08-06,-0.9091
2004-08-09,3.0581
2004-08-11,2.3739
2004-08-12,2.8986
2004-08-13,0.0
2004-08-16,0.0
2004-08-18,-1.4085
2004-08-19,-7.1429
2004-08-23,-3.0769
2004-08-25,9.5238
2004-08-26,0.0
2004-08-27,-5.7971
2004-08-30,13.8462
2004-09-01,6.7568
2004-09-02,1.2658
2004-09-03,0.0
2004-09-10,-18.75
2004-09-14,7.6923
2004-09-15,7.1429
2004-09-16,-4.0
2004-09-20,0.0
2004-09-21,-9.7222
2004-09-30,-20.0
2004-10-08,0.0
2004-10-11,0.0
2004-10-12,0.0
2004-10-13,26.9231
2004-10-14,9.0909
2004-10-15,4.1667
2004-10-19,-8.0
2004-10-20,0.0
2004-10-22,1.4493
2004-10-25,0.0
2004-10-26,0.0
2004-11-02,0.0
2004-11-04,0.0
2004-11-15,0.0
2004-11-22,-1.4285999999999999
2004-11-24,7.8261
2004-11-29,-1.8817
2004-11-30,6.0274
2004-12-01,-4.3928
2004-12-02,12.1622
2004-12-03,2.4096
2004-12-07,1.1764999999999999
2004-12-08,1.1628
2004-12-09,0.0
2004-12-10,-4.5977
2004-12-13,3.6145
2004-12-14,-27.4419
2004-12-15,-3.8462
2004-12-16,41.6667
2004-12-20,-11.7647
2004-12-27,6.6667
2004-12-28,-6.25
2005-01-04,0.0
2005-01-05,2.6667
2005-01-14,-35.0649
2005-01-18,30.0
2005-01-19,-7.6923
2005-01-20,-1.6667
2005-01-25,-6.7797
2005-01-26,0.0
2005-01-27,0.0
2005-01-28,0.0
2005-02-01,0.0
2005-02-02,18.1818
2005-02-03,-7.6923
2005-02-04,0.0
2005-02-07,11.6667
2005-02-08,1.4925
2005-02-09,-1.4706000000000001
2005-02-10,0.0
2005-02-11,-10.4478
2005-02-14,3.3333
2005-02-15,-3.2258
2005-02-16,0.0
2005-02-17,3.3333
2005-02-18,3.2258
2005-02-22,-4.6875
2005-02-23,1.6393
2005-02-24,-1.6129
2005-02-25,-4.918
2005-02-28,2.7586
2005-03-01,-4.3624
2005-03-04,-3.5088
2005-03-07,-3.6364
2005-03-08,-1.8868
2005-03-09,0.0
2005-03-10,-10.3846
2005-03-11,-24.8927
2005-03-14,-5.7143
2005-03-15,-21.2121
