ticker,IRBL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,212.5
2000-01-05,348.0
2000-01-06,167.8571
2000-01-07,-16.6667
2000-01-10,-40.0
2000-01-11,66.6667
2000-01-12,-10.0
2000-01-13,11.1111
2000-01-14,-20.0
2000-01-18,12.5
2000-01-19,-33.3333
2000-01-25,6.6667
2000-01-26,-95.0
2000-01-31,0.0
2000-02-04,0.0
2000-02-07,900.0
2000-02-14,-90.0
2000-02-17,0.0
2000-02-28,4900.0
2000-02-29,-98.0
2000-03-02,6462.5
2000-03-03,-96.9524
2000-04-10,-50.0
2000-05-01,0.0
2000-05-24,100.0
2000-06-01,0.0
2000-06-09,0.0
2000-06-22,150.0
2000-06-23,200.0
2000-06-26,33.3333
2000-07-03,-60.0
2000-07-11,-12.5
2000-08-01,-57.1429
2000-08-14,-33.3333
2000-08-22,400.0
2000-08-29,-10.0
2000-09-05,38.8889
2000-09-06,36.0
2000-09-11,-64.7059
2000-09-13,216.6667
2000-09-21,-47.3684
2000-09-28,-40.0
2000-10-03,0.0
2000-10-23,0.0
2000-10-25,150.0
2000-11-08,-60.0
2000-12-15,-33.3333
2000-12-21,0.0
2000-12-26,-25.0
2001-01-10,66.6667
2001-01-31,-60.0
2001-02-07,350.0
2001-02-08,66.6667
2001-03-06,-46.6667
2001-04-16,0.0
2001-04-18,0.0
2001-04-20,0.0
2001-05-10,0.0
2001-05-18,-75.0
2001-07-31,0.0
2001-08-29,0.0
2001-10-09,0.0
2001-10-16,0.0
2001-10-18,-25.0
2001-12-18,0.0
2001-12-20,233.3333
2001-12-31,-80.0
2002-01-29,100.0
2002-05-16,-50.0
2002-06-27,0.0
2002-10-10,0.0
2002-11-05,-60.0
2002-11-06,0.0
2002-11-15,0.0
2002-11-26,0.0
2002-11-27,0.0
2002-12-02,0.0
2002-12-13,0.0
2003-02-27,0.0
2003-03-27,-25.0
2003-04-03,0.0
2003-04-08,1233.3333
2003-04-16,-92.5
2003-04-22,0.0
2003-04-29,1233.3333
2003-06-02,-25.0
2003-06-05,0.0
2003-06-06,0.0
2003-06-11,133.3333
2003-06-16,28.5714
2003-06-19,0.0
2003-06-20,0.0
2003-06-23,33.3333
2003-07-14,8.3333
2003-07-15,0.0
2003-07-16,0.0
2003-07-17,-7.6923
2003-07-18,-33.3333
2003-07-23,0.0
2003-07-24,0.0
2003-07-28,-75.0
2003-07-31,0.0
2003-08-11,100.0
2003-09-10,0.0
2003-09-23,0.0
2003-10-08,0.0
