ticker,BAYK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-07,-12.5
2000-01-11,0.7519
2000-01-18,-10.4478
2000-01-21,13.3333
2000-02-03,5.1471
2000-02-04,-7.6923
2000-03-03,7.5758
2000-03-23,-15.493
2000-03-24,18.3333
2000-03-30,-1.4085
2000-04-03,-5.0
2000-04-18,8.2707
2000-04-19,-16.6667
2000-04-24,18.3333
2000-04-25,-1.4085
2000-04-26,-1.6071
2000-04-28,1.6334
2000-05-24,1.4285999999999999
2000-06-01,0.0
2000-06-02,-0.7042
2000-06-12,2.1277
2000-07-03,5.5556
2000-07-25,-13.1579
2000-08-01,10.6061
2000-08-09,-1.3699
2000-08-10,-0.6944
2000-08-16,-1.049
2000-08-28,3.1802
2000-09-28,-2.1918
2000-10-03,-0.5602
2000-11-01,0.7042
2000-11-06,-2.0979
2000-11-08,-1.4285999999999999
2000-11-15,1.4493
2000-11-30,-1.4285999999999999
2000-12-01,0.0
2000-12-14,0.7246
2000-12-22,0.7194
2000-12-29,1.4285999999999999
2001-01-03,0.0
2001-01-04,0.7042
2001-01-16,0.0
2001-01-17,-2.0979
2001-01-19,0.0
2001-01-22,2.1429
2001-01-24,-2.0979
2001-01-29,0.7143
2001-03-01,-3.5461
2001-03-07,-1.4706000000000001
2001-03-14,-5.9701
2001-03-19,6.3492
2001-03-26,4.4776
2001-04-05,-2.8571
2001-04-09,-1.4706000000000001
2001-04-19,4.4776
2001-04-23,-4.2857
2001-05-08,0.0
2001-05-14,0.7463
2001-05-18,4.4444
2001-06-04,-3.8298
2001-06-08,0.0
2001-07-06,-10.0295
2001-07-09,1.6393
2001-07-10,-0.8065
2001-07-11,4.065
2001-07-12,1.5625
2001-07-13,-4.6154
2001-07-16,6.4516
2001-07-17,-6.0606
2001-07-31,8.0645
2001-08-01,0.0
2001-08-20,-7.4627
2001-08-23,5.6452
2001-08-27,-0.7634
2001-09-17,-6.1538
2001-09-21,6.5574
2001-11-01,-1.5385
2001-11-02,0.0
2001-11-16,-3.125
2001-11-19,4.8387
2001-11-20,0.0
2001-12-07,-1.5385
2001-12-10,1.2812000000000001
2001-12-11,-1.4502
2001-12-17,1.7532999999999999
2001-12-20,0.0
2001-12-27,0.0
2001-12-31,4.6154
2002-01-11,0.0
2002-01-16,1.4706000000000001
2002-01-25,-7.2464
2002-01-28,0.0
2002-01-29,7.8125
2002-01-30,-7.2464
2002-02-04,0.0
2002-02-26,0.0
2002-03-01,0.0
2002-03-14,4.6875
