ticker,FNFI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.8462
2000-01-04,0.0
2000-01-05,-8.0
2000-01-06,4.3478
2000-01-07,-1.0417
2000-01-10,-3.1579
2000-01-11,0.0
2000-01-12,-2.1739
2000-01-13,0.0
2000-01-18,-4.4444
2000-01-19,0.0
2000-01-20,0.0
2000-01-21,0.0
2000-01-27,3.4884
2000-01-31,-5.618
2000-02-01,0.0
2000-02-02,-0.5952
2000-02-03,0.0
2000-02-04,0.5988
2000-02-07,0.0
2000-02-09,-0.5952
2000-02-10,-1.7964
2000-02-11,1.2195
2000-02-15,3.6145
2000-02-16,-1.7442
2000-02-17,-1.1834
2000-02-18,1.1976
2000-02-22,-1.1834
2000-02-23,-0.5988
2000-02-24,0.0
2000-02-25,2.4096
2000-02-28,-0.5882
2000-02-29,1.1834
2000-03-03,-4.0936
2000-03-09,-0.2463
2000-03-10,0.0
2000-03-14,1.2346
2000-03-17,2.439
2000-03-20,-2.3810000000000002
2000-03-24,2.439
2000-03-27,-2.3810000000000002
2000-03-28,2.439
2000-04-04,-2.3810000000000002
2000-04-05,0.0
2000-04-06,-1.2195
2000-04-07,3.0864
2000-04-10,-4.1916
2000-04-11,0.0
2000-04-12,3.75
2000-04-13,-3.6145
2000-04-14,-2.5
2000-04-17,2.5641
2000-04-18,-6.25
2000-04-26,-12.0
2000-04-27,6.0606
2000-05-04,0.0
2000-05-11,0.0
2000-05-17,-2.1429
2000-05-18,12.4088
2000-05-23,-9.0909
2000-05-24,10.0
2000-05-26,-6.4935
2000-05-31,-2.7778
2000-06-02,2.8571
2000-06-05,0.0
2000-06-16,-3.0899
2000-06-20,2.8986
2000-06-21,-1.4085
2000-06-23,-0.7143
2000-06-26,0.0
2000-06-27,2.1583
2000-07-03,0.0
2000-07-05,-2.1127
2000-07-14,4.1367
2000-07-25,-3.9724
2000-07-28,15.1079
2000-07-31,0.0
2000-08-03,-6.25
2000-08-08,2.0
2000-08-10,-1.3072
2000-08-14,3.3113
2000-08-18,-3.2051
2000-08-22,0.0
2000-08-23,1.9868000000000001
2000-08-24,0.0
2000-08-25,0.0
2000-08-31,5.1948
2000-09-01,0.6173
2000-09-06,-0.2454
2000-09-07,1.8634
2000-09-11,1.8293
2000-09-25,0.0
2000-09-26,-4.1916
2000-09-27,1.25
2000-10-02,0.0
2000-10-04,0.0
2000-10-09,0.0
2000-10-12,-1.2346
2000-10-13,0.0
2000-10-20,0.0
2000-10-27,2.5
2000-10-30,0.0
