ticker,BWTL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-02-02,-30.0
2001-02-05,14.2857
2001-02-06,0.0
2001-02-07,0.0
2001-02-08,0.0
2001-02-09,0.0
2001-02-12,0.0
2001-02-13,0.0
2001-02-14,-6.25
2001-02-15,-0.8
2001-02-16,0.0
2001-02-21,0.0
2001-02-22,4.1667
2001-02-23,-4.0
2001-02-26,1.6129
2001-02-28,-1.5873
2001-03-01,0.0
2001-03-02,0.0
2001-03-05,0.0
2001-03-06,2.1505
2001-03-07,0.0
2001-03-08,5.2632
2001-03-09,-3.125
2001-03-12,16.129
2001-03-13,-5.5556
2001-03-15,2.9412000000000003
2001-03-16,0.0
2001-03-19,-2.8571
2001-03-22,0.0
2001-03-23,8.2353
2001-03-26,-7.6087
2001-03-27,5.8824
2001-03-29,-8.4444
2001-04-02,3.1553
2001-04-09,0.7059
2001-04-10,10.2804
2001-04-11,-2.5423999999999998
2001-04-12,3.4783
2001-04-16,-2.521
2001-04-18,2.5862
2001-04-19,0.0
2001-04-20,-1.6806999999999999
2001-04-23,1.7094
2001-04-24,0.0
2001-04-26,0.0
2001-04-27,5.042
2001-04-30,0.0
2001-05-01,52.0
2001-05-03,0.0
2001-05-04,26.3158
2001-05-08,-12.5
2001-05-09,9.5238
2001-05-10,-13.0435
2001-05-11,2.5
2001-05-14,0.0
2001-05-15,4.878
2001-05-16,0.0
2001-05-17,0.0
2001-05-18,-4.6512
2001-05-21,-7.3171
2001-05-22,-5.2632
2001-05-24,0.0
2001-05-29,2.7778
2001-05-30,0.6216
2001-05-31,11.7378
2001-06-04,0.0
2001-06-05,0.9615
2001-06-06,0.0
2001-06-07,23.8095
2001-06-08,3.8462
2001-06-11,-7.4074
2001-06-12,-4.0
2001-06-13,-4.1667
2001-06-14,2.1739
2001-06-15,-2.1277
2001-06-18,0.0
2001-06-19,-6.5217
2001-06-20,4.6512
2001-06-21,-2.2222
2001-06-22,-9.0909
2001-06-26,0.0
2001-06-28,-12.5
2001-06-29,8.5714
2001-07-02,0.0
2001-07-13,-2.6316
2001-07-16,-18.9189
2001-07-17,6.6667
2001-07-18,3.125
2001-07-19,-6.0606
2001-07-24,6.4516
2001-07-25,3.0303
2001-07-26,0.0
2001-07-27,2.9412000000000003
2001-07-30,-2.8571
2001-07-31,11.7647
2001-08-02,-7.8947
2001-08-03,0.0
2001-08-06,8.5714
2001-08-07,0.0
2001-08-08,5.2632
2001-08-10,-2.5
2001-08-14,-10.2564
2001-08-15,11.4286
