ticker,SRPX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,72.0
2000-01-10,1.7442
2000-01-25,0.0
2000-01-27,-42.8571
2000-01-28,75.0
2000-02-03,0.0
2000-02-04,0.0
2000-02-08,-14.2857
2000-02-15,0.0
2000-02-18,-20.0
2000-02-28,3.3333
2000-03-02,-35.4839
2000-03-24,25.0
2000-04-07,-40.0
2000-04-11,66.6667
2000-04-17,0.0
2000-04-24,-28.0
2000-04-25,-50.0
2000-04-27,55.5556
2000-05-01,-10.7143
2000-05-04,12.0
2000-05-09,0.0
2000-05-17,-10.7143
2000-05-19,0.0
2000-05-24,-44.0
2000-05-30,100.0
2000-06-01,-28.5714
2000-06-02,0.0
2000-06-06,-30.0
2000-06-21,-14.2857
2000-07-06,56.25
2000-07-10,-14.6667
2000-07-17,-31.25
2000-07-18,81.8182
2000-07-19,-50.0
2000-08-02,0.0
2000-08-10,0.0
2000-08-22,0.0
2000-09-18,20.0
2000-09-25,-16.6667
2000-09-26,-20.0
2000-09-29,0.0
2000-10-10,12.5
2000-10-24,0.0
2000-10-30,11.1111
2000-11-02,10.0
2000-11-09,-18.1818
2000-11-21,-22.2222
2000-12-01,0.0
2000-12-15,14.2857
2000-12-19,0.0
2000-12-29,-25.0
2001-01-09,100.0
2001-01-10,0.0
2001-01-19,0.0
2001-01-31,-16.6667
2001-03-02,-48.0
2001-03-14,15.3846
2001-03-26,100.0
2001-03-28,0.0
2001-04-09,-56.6667
2001-04-25,0.0
2001-05-04,-3.8462
2001-06-13,0.0
2001-07-02,0.0
2001-07-03,0.0
2001-08-15,40.0
2001-11-20,0.0
2001-11-21,71.4286
2001-11-26,0.0
2001-11-28,0.0
2001-11-29,-16.6667
2001-12-11,-20.0
2001-12-14,37.5
2001-12-17,9.0909
2001-12-18,0.0
2001-12-26,0.0
2001-12-28,-25.0
2001-12-31,0.0
2002-01-07,-22.2222
2002-01-14,0.0
2002-01-24,57.1429
2002-02-07,27.2727
2002-02-13,0.0
2002-02-15,0.0
2002-02-27,-14.2857
2002-02-28,16.6667
2002-03-04,-64.2857
2002-05-06,0.0
2002-05-21,1900.0
2002-06-18,-95.0
2002-10-10,-60.0
2002-11-20,200.0
2002-12-18,-33.3333
2002-12-23,0.0
2002-12-27,0.0
2003-03-17,-25.0
2003-05-07,-46.6667
2003-05-22,0.0
2003-07-14,0.0
2003-12-11,25.0
2004-02-24,-10.0
2004-03-01,0.0
2004-05-03,-11.1111
2004-08-04,900.0
