ticker,TLRS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-12-21,0.0
2002-03-04,0.0
2002-08-15,0.0
2002-09-24,0.0
2002-10-16,0.0
2003-06-09,-50.0
2003-08-29,2400.0
2003-11-03,0.0
2003-11-04,0.0
2003-11-14,80.0
2003-11-17,0.0
2003-12-01,-55.5556
2003-12-08,300.0
2003-12-09,3.125
2003-12-29,-69.697
2003-12-31,20.0
2004-01-05,0.0
2004-01-06,0.0
2004-01-09,0.0
2004-01-16,150.0
2004-01-20,133.3333
2004-01-21,0.0
2004-01-22,14.2857
2004-01-23,-32.5
2004-01-26,3.7037
2004-01-27,14.2857
2004-01-28,9.375
2004-01-29,8.5714
2004-01-30,-7.8947
2004-02-02,-8.5714
2004-02-04,3.125
2004-02-05,15.1515
2004-02-09,-13.1579
2004-02-10,18.1818
2004-02-11,-5.1282
2004-02-12,8.1081
2004-02-13,9.375
2004-02-17,0.0
2004-02-18,-8.5714
2004-02-19,-3.125
2004-02-20,6.4516
2004-02-23,0.0
2004-02-25,-9.0909
2004-02-26,8.3333
2004-02-27,-7.6923
2004-03-01,0.0
2004-03-04,10.0
2004-03-05,-24.2424
2004-03-08,32.0
2004-03-09,-21.2121
2004-03-11,15.3846
2004-03-15,-6.6667
2004-03-22,14.2857
2004-03-23,-21.875
2004-03-29,12.0
2004-03-31,-7.1429
2004-04-02,7.6923
2004-04-05,0.0
2004-04-06,-3.5714
2004-04-07,3.7037
2004-04-19,1.4285999999999999
2004-04-20,-8.4507
2004-04-21,0.0
2004-04-22,-0.7692
2004-04-26,-6.9767
2004-04-28,4.1667
2004-04-30,0.0
2004-05-03,0.0
2004-05-04,0.0
2004-05-05,0.0
2004-05-06,-16.0
2004-05-07,0.0
2004-05-10,4.7619
2004-05-12,0.0
2004-05-13,-5.4545
2004-05-14,5.7692
2004-05-18,0.0
2004-05-19,-5.4545
2004-05-21,0.0
2004-05-24,5.7692
2004-05-25,0.0
2004-05-26,0.0
2004-05-27,0.0
2004-05-28,0.0
2004-06-01,-7.2727
2004-06-02,-0.9804
2004-06-07,0.0
2004-06-08,0.0
2004-06-10,0.0
2004-06-14,0.0
2004-06-15,0.0
2004-06-16,0.0
2004-06-17,0.0
2004-06-18,-0.9901
2004-06-21,-5.0
2004-06-22,-5.2632
2004-06-23,5.5556
2004-06-24,-5.2632
2004-06-25,-12.2222
2004-06-29,20.2532
2004-06-30,-21.0526
2004-07-01,20.0
2004-07-02,5.5556
2004-07-06,-10.526299999999999
