ticker,CBGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-06-23,343900.0
2008-06-24,-53.4884
2008-06-25,75.0
2008-06-26,-22.8571
2008-06-27,48.1481
2008-06-30,-12.5
2008-07-01,-8.5714
2008-07-02,-6.25
2008-07-03,-10.0
2008-07-07,11.1111
2008-07-08,-15.0
2008-07-09,17.647100000000002
2008-07-10,-13.3333
2008-07-11,-3.8462
2008-07-14,-12.0
2008-07-15,9.0909
2008-07-16,8.3333
2008-07-17,-3.8462
2008-07-18,0.0
2008-07-21,-12.0
2008-07-22,-4.5455
2008-07-23,-4.7619
2008-07-24,-10.0
2008-07-25,50.0
2008-07-28,-11.1111
2008-07-29,-8.3333
2008-07-30,4.5455
2008-07-31,0.0
2008-08-01,4.3478
2008-08-04,0.0
2008-08-05,4.1667
2008-08-06,-8.0
2008-08-07,0.0
2008-08-08,0.0
2008-08-11,0.0
2008-08-12,0.0
2008-08-13,0.0
2008-08-14,0.0
2008-08-15,0.0
2008-08-18,-2.1739
2008-08-19,0.0
2008-08-20,2.2222
2008-08-21,8.6957
2008-08-22,-8.0
2008-08-25,-13.0435
2008-08-26,0.0
2008-08-27,-20.0
2008-08-28,0.0
2008-08-29,0.0
2008-09-02,-6.25
2008-09-03,-13.3333
2008-09-04,-23.0769
2008-09-05,-20.0
2008-09-08,0.0
2008-09-09,-12.5
2008-09-10,0.0
2008-09-11,14.2857
2008-09-12,37.5
2008-09-15,18.1818
2008-09-16,15.3846
2008-09-17,-20.0
2008-09-18,-33.3333
2008-09-19,-37.5
2008-09-22,10.0
2008-09-23,9.0909
2008-09-24,16.6667
2008-09-25,0.0
2008-09-26,-14.2857
2008-09-29,0.0
2008-09-30,33.3333
2008-10-01,-37.5
2008-10-02,0.0
2008-10-03,4.0
2008-10-06,34.6154
2008-10-07,0.0
2008-10-08,0.0
2008-10-09,0.0
2008-10-10,-21.4286
2008-10-13,1.8182
2008-10-14,7.1429
2008-10-15,16.6667
2008-10-16,14.2857
2008-10-17,-20.0
2008-10-20,0.7813
2008-10-21,2.3256
2008-10-22,-9.0909
2008-10-23,0.0
2008-10-24,1.6667
2008-10-27,14.7541
2008-10-28,-35.7143
2008-10-29,55.5556
2008-10-30,0.0
2008-10-31,42.8571
2008-11-03,-25.0
2008-11-04,46.6667
2008-11-05,-13.6364
2008-11-06,5.2632
2008-11-07,0.0
2008-11-10,5.0
2008-11-11,5.2381
2008-11-12,-4.9774
2008-11-13,4.7619
2008-11-14,-18.1818
