ticker,NFEI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-06-28,52.3077
2004-06-30,2.0202
2004-07-09,3.9604
2004-07-12,4.7619
2004-07-16,-4.5455
2004-07-19,0.0
2004-07-21,9.5238
2004-07-22,0.0
2004-07-27,-8.6957
2004-07-28,9.5238
2004-07-29,-12.1739
2004-08-03,-1.9802
2004-08-09,2.0202
2004-08-10,0.0
2004-08-16,0.0
2004-08-18,-6.9307
2004-08-19,3.1915
2004-08-20,-7.2165
2004-08-23,0.0
2004-08-24,0.0
2004-08-25,0.0
2004-08-26,0.0
2004-08-27,-10.0
2004-08-30,11.1111
2004-08-31,0.0
2004-09-01,-15.5556
2004-09-02,0.0
2004-09-08,0.0
2004-09-09,5.2632
2004-09-10,-5.0
2004-09-13,-7.8947
2004-09-14,-10.0
2004-09-15,-4.7619
2004-09-16,16.6667
2004-09-17,-20.0
2004-09-23,-8.9286
2004-09-24,-9.8039
2004-09-27,0.0
2004-09-28,2.1739
2004-09-29,0.0
2004-10-01,8.5106
2004-10-05,13.7255
2004-10-11,18.9655
2004-10-13,-23.1884
2004-10-14,0.0
2004-10-18,-11.3208
2004-10-26,8.5106
2004-11-22,21.5686
2004-11-23,11.2903
2004-11-24,1.4493
2004-11-30,8.5714
2004-12-01,11.8421
2004-12-03,16.4706
2004-12-06,0.0
2004-12-08,2.0202
2004-12-09,0.0
2004-12-13,-10.8911
2004-12-15,12.2222
2004-12-16,-0.9901
2004-12-17,0.0
2004-12-20,-5.0
2004-12-21,5.2632
2004-12-22,8.0
2004-12-23,-2.7778
2004-12-29,0.0
2004-12-30,0.9524
2004-12-31,0.0
2005-01-04,3.7736
2005-01-06,-0.9091
2005-01-07,0.0
2005-01-10,5.5046
2005-01-11,4.3478
2005-01-12,-1.6667
2005-01-13,-5.9322
2005-01-14,-5.4054
2005-01-24,14.2857
2005-01-25,-8.3333
2005-01-26,4.5455
2005-01-27,0.0
2005-01-28,0.0
2005-01-31,-8.6957
2005-02-02,-4.7619
2005-02-03,0.0
2005-02-07,-15.0
2005-02-08,-5.8824
2005-02-09,18.75
2005-02-10,-21.0526
2005-02-11,6.6667
2005-02-17,0.0
2005-02-22,0.0
2005-02-24,26.25
2005-02-25,-16.8317
2005-02-28,1.1905000000000001
2005-03-01,0.0
2005-03-02,5.8824
2005-03-03,0.0
2005-03-04,0.0
2005-03-09,0.0
2005-03-10,0.0
2005-03-11,11.1111
2005-03-14,0.0
2005-03-16,-9.0
2005-03-17,7.6923
