ticker,IDEX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,50.0
2000-01-13,0.0
2000-01-25,0.0
2000-02-01,-33.3333
2000-02-08,50.0
2000-02-14,23.3333
2000-02-15,-24.3243
2000-02-16,32.1429
2000-02-17,35.1351
2000-02-18,0.0
2000-02-22,8.0
2000-02-23,-16.6667
2000-02-24,22.2222
2000-02-25,-18.1818
2000-02-28,-11.1111
2000-02-29,37.5
2000-03-01,-27.2727
2000-03-02,37.5
2000-03-03,263.6364
2000-03-06,-55.0
2000-03-07,0.0
2000-03-08,0.0
2000-03-09,0.0
2000-03-10,0.0
2000-03-13,-11.1111
2000-03-14,6.25
2000-03-15,-5.8824
2000-03-16,6.25
2000-03-17,-11.7647
2000-03-20,-20.0
2000-03-21,0.0
2000-03-22,-5.0
2000-03-23,0.0
2000-03-24,5.2632
2000-03-27,0.0
2000-03-28,33.3333
2000-03-29,150.0
2000-03-30,-10.0
2000-03-31,-13.8889
2000-04-03,-16.129
2000-04-04,-30.7692
2000-04-05,-16.6667
2000-04-07,40.0
2000-04-10,-52.381
2000-04-11,25.0
2000-04-12,-36.0
2000-04-25,25.0
2000-04-26,40.0
2000-04-28,-28.5714
2000-05-01,25.0
2000-05-03,-20.0
2000-05-11,20.0
2000-05-12,0.0
2000-05-16,-16.6667
2000-05-17,20.0
2000-05-18,-33.3333
2000-05-19,75.0
2000-05-26,-42.8571
2000-05-30,0.0
2000-05-31,25.0
2000-06-05,-20.0
2000-06-08,50.0
2000-06-12,4.1667
2000-06-15,-36.0
2000-06-21,0.0
2000-06-28,0.0
2000-07-10,0.0
2000-07-17,0.0
2000-07-18,0.0
2000-07-21,0.0
2000-07-26,-25.0
2000-08-07,0.0
2000-08-17,4.1667
2000-09-14,-4.0
2000-09-15,-16.6667
2000-09-19,-20.0
2000-09-22,-20.0
2000-09-27,25.0
2000-10-03,-25.0
2000-10-05,0.0
2000-10-06,-33.3333
2000-10-10,50.0
2000-10-13,-33.3333
2000-10-17,0.0
2000-10-31,0.0
2000-11-01,0.0
2000-11-10,0.0
2000-11-14,0.0
2000-11-22,0.0
2000-11-24,0.0
2000-11-27,0.0
2000-12-01,0.0
2000-12-08,0.0
2000-12-12,0.0
2000-12-18,0.0
2000-12-20,0.0
2000-12-22,-50.0
2000-12-26,-40.0
2000-12-27,0.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-29,66.6667
2001-01-31,100.0
2001-02-16,25.0
2001-02-20,0.0
2001-02-28,-76.0
