ticker,MRTN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,-2.9126
2000-01-07,0.0
2000-01-11,0.0
2000-01-12,0.5
2000-01-13,19.403
2000-01-14,0.0
2000-01-18,-0.8333
2000-01-20,-0.4202
2000-01-21,0.0
2000-01-24,-0.4219
2000-01-25,-5.0847
2000-01-26,3.5714
2000-01-27,1.7241
2000-01-28,-5.0847
2000-02-01,5.3571
2000-02-02,0.0
2000-02-03,0.0
2000-02-04,-1.6949
2000-02-07,-0.431
2000-02-09,0.0
2000-02-10,0.0
2000-02-14,-0.8658
2000-02-15,0.0
2000-02-16,-2.1834
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,6.25
2000-02-24,-5.8824
2000-02-28,0.0
2000-03-01,-0.8929
2000-03-03,1.8018
2000-03-06,0.0
2000-03-07,0.0
2000-03-09,0.0
2000-03-10,0.0
2000-03-14,0.885
2000-03-15,0.0
2000-03-17,0.8772
2000-03-24,-1.7391
2000-03-29,0.0
2000-03-30,0.0
2000-04-03,0.0
2000-04-04,0.0
2000-04-05,-0.885
2000-04-06,0.0
2000-04-07,6.25
2000-04-11,0.0
2000-04-13,-1.2605
2000-04-14,-2.1277
2000-04-17,-2.6087
2000-04-18,0.8929
2000-04-20,2.2124
2000-04-25,3.4632
2000-05-02,-0.523
2000-05-08,-0.7361
2000-05-09,0.8475
2000-05-10,-12.605
2000-05-11,6.7308
2000-05-16,-3.6036
2000-05-18,0.0
2000-05-24,0.0
2000-05-25,0.0
2000-05-30,0.0
2000-05-31,0.9346
2000-06-01,-0.9259
2000-06-07,0.0
2000-06-09,11.215
2000-06-12,0.0
2000-06-14,-10.9244
2000-06-15,10.3774
2000-06-20,-11.1111
2000-06-21,-3.8462
2000-06-23,0.0
2000-06-26,0.0
2000-06-27,0.0
2000-06-28,0.0
2000-06-29,0.0
2000-06-30,4.0
2000-07-03,-3.8462
2000-07-05,2.0
2000-07-07,0.0
2000-07-10,13.7255
2000-07-11,0.0
2000-07-12,0.8621
2000-07-13,0.0
2000-07-14,0.0
2000-07-18,-11.1111
2000-07-19,11.538499999999999
2000-07-20,-6.8966
2000-07-24,7.4074
2000-08-03,-6.0345
2000-08-08,6.422
2000-08-14,-0.8621
2000-08-15,-0.8696
2000-08-18,-3.9474
2000-08-21,0.4566
2000-08-25,-1.3636
2000-08-30,0.4608
2000-08-31,4.5872
2000-09-05,0.0
2000-09-06,0.0
2000-09-07,2.6316
2000-09-08,-5.9829
2000-09-13,6.3636
