ticker,HIRU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,0.0
2000-01-05,0.0
2000-01-06,-10.0
2000-01-07,11.1111
2000-01-10,0.0
2000-01-11,-10.0
2000-01-12,0.0
2000-01-13,-11.1111
2000-01-14,25.0
2000-01-18,-10.0
2000-01-19,0.0
2000-01-20,0.0
2000-01-21,-11.1111
2000-01-24,25.0
2000-01-26,0.0
2000-01-31,10.0
2000-02-02,-18.1818
2000-02-03,0.0
2000-02-04,0.0
2000-02-07,11.1111
2000-02-08,-10.0
2000-02-10,0.0
2000-02-11,0.0
2000-02-14,11.1111
2000-02-15,0.0
2000-02-17,10.0
2000-02-18,-9.0909
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,0.0
2000-02-28,0.0
2000-02-29,10.0
2000-03-01,0.0
2000-03-02,-9.0909
2000-03-03,-10.0
2000-03-06,11.1111
2000-03-07,0.0
2000-03-08,10.0
2000-03-09,0.0
2000-03-10,-9.0909
2000-03-13,-10.0
2000-03-14,22.2222
2000-03-15,0.0
2000-03-16,-18.1818
2000-03-17,-22.2222
2000-03-20,0.0
2000-03-21,0.0
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,14.2857
2000-03-27,0.0
2000-03-29,-12.5
2000-03-30,-14.2857
2000-03-31,0.0
2000-04-03,0.0
2000-04-04,0.0
2000-04-05,16.6667
2000-04-06,-14.2857
2000-04-07,0.0
2000-04-10,0.0
2000-04-11,16.6667
2000-04-12,-14.2857
2000-04-13,33.3333
2000-04-14,0.0
2000-04-17,-12.5
2000-04-18,14.2857
2000-04-20,-12.5
2000-04-24,14.2857
2000-04-25,12.5
2000-04-26,0.0
2000-04-27,33.3333
2000-04-28,8.3333
2000-05-01,-15.3846
2000-05-02,-9.0909
2000-05-04,-30.0
2000-05-05,14.2857
2000-05-08,-12.5
2000-05-09,0.0
2000-05-10,0.0
2000-05-11,-14.2857
2000-05-12,16.6667
2000-05-15,-14.2857
2000-05-16,16.6667
2000-05-17,0.0
2000-05-18,14.2857
2000-05-19,-12.5
2000-05-22,28.5714
2000-05-23,-22.2222
2000-05-24,14.2857
2000-05-25,-12.5
2000-05-26,0.0
2000-05-30,0.0
2000-05-31,14.2857
2000-06-02,-25.0
2000-06-05,16.6667
2000-06-07,0.0
2000-06-12,0.0
2000-06-14,0.0
2000-06-16,14.2857
2000-06-19,0.0
2000-06-20,-12.5
2000-06-21,0.0
2000-06-22,14.2857
2000-06-23,0.0
2000-06-26,-12.5
