ticker,RIOT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-01-24,56.0
2003-01-27,11.538499999999999
2003-01-28,-8.046
2003-01-29,-7.5
2003-01-30,1.3514
2003-01-31,-9.3333
2003-02-03,14.7059
2003-02-04,2.5641
2003-02-05,-12.5
2003-02-06,14.2857
2003-02-07,0.0
2003-02-10,-6.25
2003-02-12,6.6667
2003-02-14,-2.5
2003-02-19,2.5641
2003-02-20,2.5
2003-02-21,-2.439
2003-02-24,3.75
2003-02-25,3.6145
2003-02-26,-5.3488
2003-02-27,-4.1769
2003-02-28,3.8462
2003-03-04,0.0
2003-03-05,-2.4691
2003-03-06,1.7722
2003-03-07,0.0
2003-03-10,-2.9851
2003-03-11,-1.2821
2003-03-12,0.0
2003-03-17,4.4156
2003-03-18,0.0
2003-03-21,-11.6915
2003-03-27,0.0
2003-03-28,1.9718
2003-03-31,2.2099
2003-04-01,0.0
2003-04-03,-1.3514
2003-04-07,0.0
2003-04-09,-1.3699
2003-04-10,0.0
2003-04-11,-8.3333
2003-04-15,0.0
2003-04-16,0.0
2003-04-17,-12.1212
2003-04-21,-13.7931
2003-04-22,-10.0
2003-04-23,-8.8889
2003-04-28,26.8293
2003-04-29,-21.1538
2003-04-30,24.3902
2003-05-01,-11.7647
2003-05-02,-4.4444
2003-05-05,-6.9767
2003-05-06,0.0
2003-05-08,2.5
2003-05-12,-4.3902
2003-05-19,4.5918
2003-05-27,21.9512
2003-05-28,-16.0
2003-05-29,7.1429
2003-05-30,8.8889
2003-06-02,-22.449
2003-06-03,-7.8947
2003-06-04,-8.5714
2003-06-05,-6.25
2003-06-09,-6.6667
2003-06-10,5.0
2003-06-18,-18.3673
2003-06-19,50.0
2003-06-20,-11.1111
2003-06-24,0.0
2003-06-30,9.375
2003-07-01,-14.2857
2003-07-07,-3.3333
2003-07-08,3.4483
2003-07-09,-3.3333
2003-07-10,-3.4483
2003-07-11,-3.5714
2003-07-14,11.1111
2003-07-18,6.6667
2003-07-21,-6.25
2003-07-22,-3.3333
2003-07-23,6.8966
2003-07-24,-6.4516
2003-07-25,0.0
2003-07-28,3.4483
2003-07-31,0.0
2003-08-01,0.0
2003-08-06,1.3333
2003-08-07,-1.3158
2003-08-11,-13.3333
2003-08-13,3.8462
2003-08-20,-3.7037
2003-08-22,0.0
2003-09-09,-3.8462
2003-09-15,0.0
2003-09-16,4.0
2003-09-24,7.6923
2003-09-25,-3.5714
2003-10-08,0.0
2003-10-13,0.0
2003-10-16,0.0
