ticker,IEHC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,0.0
2000-01-14,0.0
2000-01-19,0.0
2000-01-21,0.0
2000-01-26,0.0
2000-01-31,116.3462
2000-02-08,-53.7778
2000-02-15,0.0
2000-03-02,116.3462
2000-03-03,-22.2222
2000-03-09,214.2857
2000-03-13,0.0
2000-03-17,-68.1818
2000-03-21,0.0
2000-03-22,214.2857
2000-03-30,-68.1818
2000-03-31,185.7143
2000-04-03,0.0
2000-04-14,0.0
2000-04-26,-60.0
2000-05-08,-12.5
2000-05-25,14.2857
2000-05-26,-12.5
2000-06-09,14.2857
2000-06-13,0.0
2000-06-21,-37.5
2000-06-26,60.0
2000-06-29,-25.0
2000-06-30,0.0
2000-07-07,266.6667
2000-07-10,-22.7273
2000-07-11,-52.9412
2000-07-12,0.0
2000-07-13,0.0
2000-07-17,4.0
2000-07-19,8.1731
2000-07-21,0.0
2000-07-24,0.0
2000-07-25,-11.1111
2000-07-26,0.0
2000-08-02,0.0
2000-08-07,0.0
2000-08-08,0.0
2000-08-16,0.0
2000-08-17,4.0
2000-08-22,-3.8462
2000-08-29,0.0
2000-09-01,0.0
2000-09-13,12.5
2000-09-20,6.6667
2000-09-27,-16.6667
2000-10-04,0.0
2000-10-05,0.0
2000-10-06,12.5
2000-10-11,-33.3333
2000-10-16,0.0
2000-10-24,0.0
2000-10-25,0.0
2000-10-26,0.0
2000-11-06,6.6667
2000-11-07,0.0
2000-11-08,0.0
2000-11-09,0.0
2000-11-10,0.0
2000-11-13,0.0
2000-11-14,-6.25
2000-11-15,0.0
2000-11-17,0.0
2000-11-21,0.0
2000-11-24,0.0
2000-11-27,16.6667
2000-11-28,-36.0
2000-11-30,-10.7143
2000-12-05,0.0
2000-12-06,0.0
2000-12-08,12.0
2000-12-12,7.1429
2000-12-13,-13.3333
2000-12-19,-7.6923
2000-12-20,0.0
2000-12-26,4.1667
2000-12-27,-12.0
2000-12-29,0.0
2001-01-10,0.0
2001-01-12,27.2727
2001-01-19,28.5714
2001-01-23,-11.1111
2001-02-13,31.25
2001-02-22,-28.5714
2001-03-15,25.0
2001-03-29,-30.6667
2001-04-02,0.0
2001-05-02,0.0
2001-05-30,-15.3846
2001-06-01,0.0
2001-06-04,81.8182
2001-06-26,-45.0
2001-06-28,0.0
2001-07-11,27.2727
2001-08-01,0.0
2001-08-15,0.0
2001-08-24,0.0
2001-09-17,64.2857
2001-09-24,-34.7826
2001-09-28,0.0
2001-10-05,0.0
