ticker,CRQE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-31,4.7619
2007-02-02,-36.3636
2007-02-05,0.0
2007-02-06,-4.2857
2007-02-07,-2.9851
2007-02-08,0.0
2007-02-14,7.6923
2007-02-15,7.1429
2007-02-16,-1.3333
2007-02-20,-2.7027
2007-02-21,-0.6944
2007-02-27,-7.6923
2007-03-05,7.5758
2007-03-06,0.0
2007-03-19,-1.4085
2007-03-21,0.0
2007-03-22,0.0
2007-03-23,0.0
2007-03-28,-2.8571
2007-03-29,0.0
2007-03-30,-2.9412000000000003
2007-04-09,-1.5152
2007-04-11,16.9231
2007-04-16,11.8421
2007-04-27,-10.5882
2007-04-30,-7.8947
2007-05-02,0.0
2007-05-07,0.0
2007-05-08,0.0
2007-05-14,2.8571
2007-05-15,9.7222
2007-05-16,3.7975
2007-05-17,4.878
2007-05-18,2.3256
2007-05-21,5.6818
2007-05-22,6.4516
2007-05-23,3.0303
2007-05-24,-12.7451
2007-05-25,-1.1236
2007-05-29,6.8182
2007-05-30,1.0638
2007-05-31,1.0526
2007-06-01,0.013
2007-06-04,-0.5338
2007-06-05,-7.8534
2007-06-06,-15.9091
2007-06-07,0.0
2007-06-08,1.3514
2007-06-11,-6.6667
2007-06-12,-42.7143
2007-06-13,12.2195
2007-06-14,3.3333
2007-06-15,3.2258
2007-06-18,0.0
2007-06-19,0.0
2007-06-20,-2.0833
2007-06-21,-12.766
2007-06-22,7.3171
2007-06-25,-2.2727
2007-06-26,13.9535
2007-06-27,-12.2449
2007-06-28,0.0
2007-06-29,13.9535
2007-07-02,6.1224
2007-07-03,1.899
2007-07-05,-5.6381
2007-07-06,0.0
2007-07-09,-8.0
2007-07-10,15.2174
2007-07-11,0.0
2007-07-12,3.7736
2007-07-13,-5.4545
2007-07-16,1.9231
2007-07-17,-11.3208
2007-07-18,-8.5106
2007-07-20,9.3023
2007-07-23,0.0
2007-07-24,2.1277
2007-07-26,-6.25
2007-07-27,-11.1111
2007-07-30,12.5
2007-07-31,-11.1111
2007-08-01,7.5
2007-08-02,-4.6512
2007-08-03,0.0
2007-08-06,9.7561
2007-08-07,-22.2222
2007-08-08,17.1429
2007-08-09,0.0
2007-08-10,0.0
2007-08-13,24.3902
2007-08-15,-9.8039
2007-08-16,-10.8696
2007-08-17,-14.6341
2007-08-22,0.0
2007-08-23,14.2857
2007-08-24,0.0
2007-08-27,-12.5
2007-08-28,20.0
2007-09-06,-4.7619
2007-09-10,0.0
2007-09-12,12.5
