ticker,NICK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.9767
2000-01-04,7.5
2000-01-05,0.0
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,0.0
2000-01-11,-2.3256
2000-01-14,2.3810000000000002
2000-01-18,2.3256
2000-01-19,4.5455
2000-01-20,-2.1739
2000-01-21,0.0
2000-01-24,-2.2222
2000-01-25,4.5455
2000-01-26,-2.1739
2000-01-31,-2.2222
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,-2.2727
2000-02-04,0.0
2000-02-07,-4.6512
2000-02-08,-1.2195
2000-02-09,0.0
2000-02-10,-1.2346
2000-02-15,4.375
2000-02-16,-6.5868
2000-02-17,10.2564
2000-02-18,-1.1628
2000-02-22,2.3529
2000-02-23,-3.4483
2000-02-24,4.7619
2000-03-03,-4.5455
2000-03-06,3.5714
2000-03-08,-3.4483
2000-03-09,-4.7619
2000-03-13,0.0
2000-03-16,0.0
2000-03-17,3.75
2000-03-20,-5.4217
2000-03-21,1.9108
2000-03-22,-17.5
2000-03-28,21.2121
2000-03-29,0.0
2000-03-30,-2.5
2000-03-31,0.0
2000-04-03,2.5641
2000-04-04,-1.25
2000-04-05,-1.2658
2000-04-06,5.1282
2000-04-07,-1.2195
2000-04-10,3.7037
2000-04-11,4.7619
2000-04-12,-2.2727
2000-04-13,2.3256
2000-04-14,-4.5455
2000-04-17,-4.1667
2000-04-18,9.3168
2000-04-19,2.2727
2000-04-20,-2.2222
2000-04-25,0.0
2000-04-26,0.0
2000-04-28,-9.0909
2000-05-02,11.875
2000-05-03,0.5587
2000-05-04,-2.2222
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,-4.5455
2000-05-10,0.0
2000-05-12,0.0
2000-05-15,4.7619
2000-05-17,-9.0909
2000-05-18,10.0
2000-05-22,-1.1364
2000-05-26,-8.046
2000-05-31,-1.25
2000-06-02,6.3291
2000-06-05,2.3810000000000002
2000-06-09,-6.9767
2000-06-14,0.0
2000-06-15,0.0
2000-06-19,-5.0
2000-06-20,0.0
2000-06-21,2.6316
2000-06-22,-7.6923
2000-06-23,10.4167
2000-06-27,-4.4025
2000-06-28,-2.6316
2000-06-29,-2.7027
2000-06-30,2.7778
2000-07-03,0.0
2000-07-05,0.0
2000-07-07,2.7027
2000-07-10,-5.2632
2000-07-11,5.5556
2000-07-13,-3.9474
2000-07-14,9.589
2000-07-19,0.0
2000-07-21,-7.5
2000-07-25,0.0
2000-07-28,0.0
2000-08-07,8.1081
