ticker,MRGO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,0.0
2000-01-07,8.1081
2000-01-10,12.5
2000-01-19,8.8889
2000-01-20,10.2041
2000-01-21,-3.7037
2000-01-24,0.0
2000-01-25,3.8462
2000-01-26,5.5556
2000-01-27,0.0
2000-01-31,5.2632
2000-02-01,-6.6667
2000-02-04,58.9286
2000-02-07,-14.6067
2000-02-08,21.0526
2000-02-09,196.1957
2000-02-10,9.3578
2000-02-11,-9.396
2000-02-14,-33.7037
2000-02-15,41.3408
2000-02-16,0.3953
2000-02-17,2.3622
2000-02-18,-1.5385
2000-02-22,-6.25
2000-02-23,3.3333
2000-02-24,-3.2258
2000-02-25,10.8333
2000-02-28,6.7669
2000-02-29,4.2254
2000-03-01,-8.1081
2000-03-02,-1.4706000000000001
2000-03-03,-1.4925
2000-03-06,2.6515
2000-03-07,-1.845
2000-03-08,-2.2556
2000-03-09,6.9231
2000-03-10,-1.4388
2000-03-13,3.2847
2000-03-14,7.4205
2000-03-15,0.0
2000-03-16,-5.5921
2000-03-17,-3.4843
2000-03-20,-2.1661
2000-03-21,-0.369
2000-03-22,2.2222
2000-03-23,1.4493
2000-03-24,4.2857
2000-03-27,9.589
2000-03-28,11.875
2000-03-29,31.8436
2000-03-30,-4.2373
2000-03-31,-7.9646
2000-04-03,11.538499999999999
2000-04-04,-10.7759
2000-04-05,-3.6231999999999998
2000-04-06,3.7594
2000-04-07,4.3478
2000-04-10,3.7037
2000-04-11,-8.0357
2000-04-12,-1.6989999999999998
2000-04-13,-20.4938
2000-04-14,-25.4658
2000-04-17,-10.8333
2000-04-18,1.8692
2000-04-19,-3.6696999999999997
2000-04-20,-3.8095
2000-04-24,-10.8911
2000-04-25,14.4444
2000-04-26,0.0
2000-04-28,-2.4272
2000-05-01,3.4826
2000-05-02,-3.3654
2000-05-03,2.4876
2000-05-04,-2.4272
2000-05-05,-4.4776
2000-05-09,0.0
2000-05-10,-1.0417
2000-05-12,-1.0526
2000-05-15,0.0
2000-05-16,2.1277
2000-05-18,0.0
2000-05-19,0.0
2000-05-24,0.0
2000-05-30,0.0
2000-05-31,0.0
2000-06-01,0.0
2000-06-02,0.0
2000-06-12,0.0
2000-06-13,0.0
2000-06-14,0.0
2000-06-15,0.0
2000-06-19,0.0
2000-06-20,0.0
2000-06-22,2.0833
2000-06-23,-2.0408
2000-06-26,0.0
2000-06-27,0.0
2000-06-30,-33.3333
2000-07-03,21.875
2000-07-05,-0.641
