ticker,COGLF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-01-26,0.0
2001-01-29,-6.6667
2001-01-30,3.5714
2001-02-06,-3.4483
2001-02-08,-28.5714
2001-03-01,40.0
2001-03-02,14.2857
2001-03-05,50.0
2001-03-06,33.3333
2001-03-08,0.0
2001-03-09,0.0
2001-03-12,25.0
2001-03-13,-20.0
2001-03-14,6.25
2001-03-15,0.0
2001-03-16,-23.5294
2001-04-02,-7.6923
2001-04-06,0.0
2001-04-10,0.0
2001-04-11,-33.3333
2001-04-17,50.0
2001-04-20,-8.3333
2001-04-25,-27.2727
2001-05-08,50.0
2001-05-14,0.0
2001-05-17,0.0
2001-05-22,33.3333
2001-05-23,0.0
2001-05-24,-12.5
2001-05-25,-14.2857
2001-05-29,16.6667
2001-05-31,-28.5714
2001-06-01,0.0
2001-06-04,0.0
2001-06-05,4.0
2001-06-06,-3.8462
2001-06-07,0.0
2001-06-11,60.0
2001-06-14,0.0
2001-06-15,0.0
2001-06-19,0.0
2001-06-21,0.0
2001-06-22,0.0
2001-06-26,-25.0
2001-06-27,16.6667
2001-06-28,14.2857
2001-06-29,-12.5
2001-07-03,0.0
2001-07-05,14.2857
2001-07-06,0.0
2001-07-09,0.0
2001-07-10,-22.5
2001-07-11,29.0323
2001-07-12,0.0
2001-07-13,0.0
2001-07-16,0.0
2001-07-17,0.0
2001-07-18,-12.75
2001-07-19,14.613199999999999
2001-07-20,-12.5
2001-07-23,0.0
2001-07-24,14.2857
2001-07-25,-12.5
2001-07-27,14.2857
2001-07-30,0.0
2001-07-31,0.0
2001-08-01,-37.5
2001-08-03,-40.0
2001-08-06,76.6667
2001-08-07,0.0
2001-08-08,3.7736
2001-08-09,9.0909
2001-08-10,0.0
2001-08-15,-8.3333
2001-08-16,1.8182
2001-08-21,-1.7856999999999998
2001-08-22,7.2727
2001-08-23,1.6949
2001-08-24,18.3333
2001-08-27,-1.4085
2001-08-29,-57.1429
2001-08-30,50.0
2001-08-31,-2.2222
2001-09-04,-13.6364
2001-09-05,5.2632
2001-09-06,15.0
2001-09-18,-2.1739
2001-09-21,-22.2222
2001-09-27,-2.8571
2001-10-05,2.9412000000000003
2001-10-08,-17.1429
2001-10-09,-6.8966
2001-10-12,33.3333
2001-10-16,5.5556
2001-10-18,-28.947400000000002
2001-10-25,48.1481
2001-11-06,-12.5
2001-11-08,14.2857
2001-11-12,-35.0
2001-11-13,34.6154
2001-11-16,-2.8571
2001-11-20,2.9412000000000003
